snp	SNP.PP.H4.abf
rs10505355	2.57810014583171e-09
rs10505356	0.000154447574867865
rs10505357	0.000154447574867865
rs10505359	0.027589662753389
rs10505361	0.0250614000489913
rs10505362	0.0133476490060972
rs10575	2.02350406940604e-05
rs1057732	1.86704223838497e-05
rs11526	2.02350406940604e-05
rs115372142	0.00297201039086173
rs11775043	2.10170084696946e-05
rs11775209	0.0215372581888906
rs11778277	0.0154839537594902
rs11778491	6.56149193464811e-09
rs11779998	0.00223275463213631
rs11780146	0.0288550444609766
rs11780200	0.0353481169260263
rs11780243	0.00373218543259252
rs11781723	3.17853124334051e-07
rs11782103	5.67736763043449e-09
rs11782222	1.4021361237461e-05
rs11782840	4.78202159838579e-06
rs11783683	0.000213757750458925
rs11783703	7.67260685829205e-05
rs11784242	1.48200977498363e-08
rs11785549	3.58956961273178e-05
rs11786524	0.0187362138972522
rs11786573	0.0306941611528683
rs118040162	0.0427773303598329
rs1381333	1.64331690599011e-07
rs1381334	1.78446633869853e-07
rs1381335	4.78673780723376e-07
rs14324	0.00120837142030792
rs1461690	5.38086343465114e-05
rs1461693	9.07165772085239e-11
rs1461696	7.17119688390293e-09
rs146703659	0.000406425629851478
rs150712233	1.5438989889624e-06
rs1551784	0.027589662753389
rs1599473	1.80620160394461e-25
rs16892511	3.0052893528253e-07
rs16892552	5.86677767440153e-10
rs17187482	0.000111622829248261
rs17187503	0.000154447574867865
rs17187655	7.23979108496766e-05
rs17188194	0.027589662753389
rs17188373	0.0215372581888906
rs17189020	0.032384677498907
rs17790807	0.028294704477817
rs17791184	0.0491992964241493
rs17791208	0.00776084947812334
rs17791334	5.83492154384059e-05
rs17792124	0.0168150572620917
rs17792171	7.82909945419898e-05
rs2071519	1.52580377387234e-12
rs34112166	8.18308416379847e-08
rs3928531	0.027589662753389
rs4123837	1.78638637390719e-07
rs55883962	0.0102626572472665
rs56013326	0.0427773303598329
rs56736221	8.13483742812832e-05
rs56782665	0.0254031339271568
rs56860849	3.17853124334051e-07
rs57333327	0.0211008200314833
rs57534632	0.0186561066239169
rs57788046	0.027589662753389
rs58210708	4.62755188174239e-10
rs58486051	0.000524212453650138
rs58576806	3.17853124334051e-07
rs58659618	0.00038295951236115
rs58936256	0.0464661494932029
rs59780141	0.00127195239322709
rs60859300	0.00515170683643272
rs60978064	0.0195166269323391
rs61064779	0.000154447574867865
rs61100635	0.00238781034468102
rs6996275	0.00471088103550168
rs7012790	4.25335042987284e-09
rs7017173	0.0174986922914031
rs722783	0.0198313657799812
rs7341594	0.0193206514334488
rs73709783	0.0366079424117693
rs73711267	2.14770200786355e-06
rs73713572	0.027589662753389
rs73713574	0.0149832312103056
rs73713589	0.00606894575456089
rs746642	0.0198313657799812
rs74914262	0.000254048391611112
rs77948511	6.32739746695227e-05
rs78129242	5.83492154384059e-05
rs7815177	1.59483213673804e-07
rs7816205	4.96221941020755e-05
rs7816347	0.0094434805034169
rs7828460	4.02203272581089e-05
rs7832471	3.48951130709273e-08
rs7834463	0.0596792496559142
rs7834596	6.81095077394344e-07
rs79253921	0.0314271831448295
rs79531671	5.83492154384059e-05
rs80309268	0.000743092412336039
