snp	SNP.PP.H4.abf
rs10505355	5.59972493560669e-10
rs10505356	0.000148147192790054
rs10505357	0.000148147192790054
rs10505359	0.0264641972555136
rs10505361	0.0149008527915762
rs10505362	0.0147683923327908
rs10575	1.94095923965283e-05
rs1057732	1.2507587440619e-05
rs11526	1.94095923965283e-05
rs115372142	0.00356142478851404
rs11775043	2.70117978930659e-05
rs11775209	0.0206586885149118
rs11778277	0.0148523166176095
rs11778491	1.85428788415731e-08
rs11779998	0.0049604270116442
rs11780146	0.00824364791047877
rs11780200	0.0339061606987715
rs11780243	0.00170367679823433
rs11781723	6.90388257054955e-08
rs11782103	2.01509417304265e-08
rs11782222	0.000142814411867399
rs11782840	1.87641529062316e-05
rs11783683	0.000205037927560204
rs11783703	2.4940937232646e-05
rs11784242	4.63341768277568e-08
rs11785549	3.44314024940599e-05
rs11786524	0.0234985588075992
rs11786573	0.0391003415940136
rs118040162	0.0512610067577152
rs1381333	3.56934259146408e-08
rs1381334	3.87592416443439e-08
rs1381335	1.03969642539743e-07
rs14324	0.00104527059836839
rs1461690	5.16136179743973e-05
rs1461693	3.2198451470947e-10
rs1461696	1.39997199069533e-08
rs146703659	0.00240213694640865
rs150712233	1.32110937300338e-05
rs1551784	0.0264641972555136
rs1599473	6.3804325380979e-26
rs16892511	4.88642054075131e-08
rs16892552	1.64796848178994e-10
rs17187482	0.000107069397616382
rs17187503	0.000148147192790054
rs17187655	4.55762063566292e-05
rs17188194	0.0264641972555136
rs17188373	0.0206586885149118
rs17189020	0.0161291203964459
rs17790807	0.0339061606987715
rs17791184	0.0471923088382526
rs17791208	0.00744426103701383
rs17791334	6.22808655330573e-05
rs17792124	0.0161291203964459
rs17792171	8.4304119416084e-05
rs2071519	4.28595843968856e-13
rs34112166	8.33487086112566e-07
rs3928531	0.0264641972555136
rs4123837	3.28706776103558e-08
rs55883962	0.00892480704216439
rs56013326	0.0512610067577152
rs56736221	8.16427958137189e-05
rs56782665	0.0243668635302158
rs56860849	6.90388257054955e-08
rs57333327	0.0264641972555136
rs57534632	0.0181748818830481
rs57788046	0.0264641972555136
rs58210708	1.79037363088918e-10
rs58486051	0.00287436992864916
rs58576806	6.90388257054955e-08
rs58659618	0.0006900208040299
rs58936256	0.0556813990761013
rs59780141	0.00059221797965119
rs60859300	0.00494155318753167
rs60978064	0.0229674910122281
rs61064779	0.000148147192790054
rs61100635	0.00277392659288332
rs6996275	0.00685829056504848
rs7012790	1.32978536481192e-08
rs7017173	0.0179537291253391
rs722783	0.0190223845988547
rs7341594	0.0257590711911618
rs73709783	0.0240644900550507
rs73711267	2.28159307959906e-07
rs73713572	0.0264641972555136
rs73713574	0.0121862094702897
rs73713589	0.00582137516566716
rs746642	0.0190223845988547
rs74914262	0.00140715676998557
rs77948511	6.06928385374674e-05
rs78129242	5.59689750784196e-05
rs7815177	4.96897164596408e-08
rs7816205	4.75979552452992e-05
rs7816347	0.00905825247140155
rs7828460	4.63371213831261e-05
rs7832471	4.77383289147892e-09
rs7834463	0.0556813990761013
rs7834596	1.08077682775433e-07
rs79253921	0.0434472627843789
rs79531671	5.59689750784196e-05
rs80309268	0.00308652834636517
