snp	pvalues.df1	MAF.df1	N.df1	V.df1	z.df1	r.df1	lABF.df1	pvalues.df2	MAF.df2	N.df2	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4
SNP.1	1.843e-22	0.474265	750896	2.67055943191816e-06	9.75009264535437	0.9998813225557	43.0069616534453	0.00834352	0.474265	205	0.00978201168385181	2.63784300044716	0.696982586474157	1.82789508380499	44.8348567372503	0.0406123885738185
SNP.10	1.358e-22	0.477941	749323	2.67428116787318e-06	9.78104580863989	0.999881157184499	43.3098893691261	0.0100414	0.477941	205	0.00977512384172799	2.57440037529067	0.697131329699504	1.71290394321455	45.0227933123406	0.0490092831613526
SNP.11	9.222e-23	0.477941	750427	2.67034686592332e-06	9.82013496025199	0.999881332000835	43.6922129980638	0.0100414	0.477941	205	0.00977512384172799	2.57440037529067	0.697131329699504	1.71290394321455	45.4051169412783	0.0718322372010412
SNP.12	7.01e-23	0.474265	750603	2.67160189233139e-06	9.84774363301851	0.999881276235125	43.9639149975368	0.00834352	0.474265	205	0.00978201168385181	2.63784300044716	0.696982586474157	1.82789508380499	45.7918100813418	0.10574457342085
SNP.13	3.167e-22	0.485294	749476	2.67084153390012e-06	9.69497991067082	0.99988131002081	42.4712419015681	0.0221374	0.485294	205	0.0097645445339577	2.28800207982572	0.697359913955062	1.22771786001549	43.6989597615836	0.0130420164682903
SNP.14	3.31e-23	0.477941	741437	2.70272509674354e-06	9.92289899953881	0.999879893311938	44.7124841180937	0.0100414	0.477941	205	0.00977512384172799	2.57440037529067	0.697131329699504	1.71290394321455	46.4253880613083	0.199258799818836
SNP.2	6.631e-23	0.474265	750458	2.67211808680782e-06	9.8533297368294	0.999881253298596	44.0190300585816	0.00834352	0.474265	205	0.00978201168385181	2.63784300044716	0.696982586474157	1.82789508380499	45.8469251423866	0.111736292355593
SNP.3	4.691e-23	0.474265	751137	2.66970259112468e-06	9.88804480689799	0.999881360628476	44.3612040837186	0.00834352	0.474265	205	0.00978201168385181	2.63784300044716	0.696982586474157	1.82789508380499	46.1890991675236	0.157325292343046
SNP.4	1.202e-22	0.474265	751022	2.67011138846748e-06	9.79338744294152	0.999881342464016	43.4298940243316	0.00834352	0.474265	205	0.00978201168385181	2.63784300044716	0.696982586474157	1.82789508380499	45.2577891081366	0.0619920113924942
SNP.5	3.275e-22	0.485294	749495	2.67077382699195e-06	9.69155618998456	0.999881313029292	42.438046265626	0.0221374	0.485294	205	0.0097645445339577	2.28800207982572	0.697359913955062	1.22771786001549	43.6657641256415	0.0126161854071012
SNP.6	3.475e-22	0.485294	749432	2.67099834202613e-06	9.68550116339145	0.999881303053214	42.3794304866829	0.0221374	0.485294	205	0.0097645445339577	2.28800207982572	0.697359913955062	1.22771786001549	43.6071483466984	0.0118979339428609
SNP.7	1.623e-22	0.474265	749626	2.67508383539208e-06	9.76298891683803	0.999881121518867	43.1336064105402	0.00834352	0.474265	205	0.00978201168385181	2.63784300044716	0.696982586474157	1.82789508380499	44.9615014943452	0.0460956190689173
SNP.8	1.162e-22	0.474265	749540	2.67539076658967e-06	9.79680771735358	0.999881107880724	43.4643682263245	0.00834352	0.474265	205	0.00978201168385181	2.63784300044716	0.696982586474157	1.82789508380499	45.2922633101295	0.0641664013488607
SNP.9	1.216e-22	0.477941	749310	2.67432756476523e-06	9.79221691081267	0.999881155122905	43.4192124098902	0.0100414	0.477941	205	0.00977512384172799	2.57440037529067	0.697131329699504	1.71290394321455	45.1321163531047	0.0546709654969348
