snp	SNP.PP.H4.abf
rs1394232	0.00983830196850159
rs1394233	0.0836899395020052
rs1394235	0.000778116830420103
rs1504255	0.000226693472170776
rs1875817	0.0164182550931915
rs2102244	0.179055623139951
rs2221389	0.00603537714085309
rs2340804	0.0836899395020052
rs2932989	0.0305027906992064
rs294896	1.61322954418519e-05
rs294902	1.43015662800706e-05
rs369018	0.0276076733052483
rs372415	0.051805895731468
rs389546	0.000119544197197597
rs4077944	0.000498224314172231
rs419009	0.000215261222183134
rs434578	0.000231722423461652
rs449789	0.00364659762494245
rs4709297	0.000697287335177144
rs498223	0.0342988252346709
rs509833	0.0545977696594095
rs529273	0.0382418585736728
rs534329	0.0622091107003648
rs578217	0.087316324431306
rs594613	0.0950505009343651
rs633880	0.00335429151534045
rs7760427	0.0713815959774398
rs7766678	0.0484418915324916
rs7767146	0.0020040187846309
rs7774311	0.00306343308345005
rs824140	0.00364009155105604
rs905684	0.00131261065793238
