snp	SNP.PP.H4.abf
rs1394232	0.0035464488322917
rs1394233	0.0748048558333075
rs1394235	8.16380985414056e-05
rs1504255	5.06940848692836e-05
rs1875817	0.0136138805152295
rs2102244	0.212983633290414
rs2221389	0.00433609578606491
rs2340804	0.0721149129715191
rs2932989	0.0403212406519104
rs294896	0.000373937315089895
rs294902	0.000331502067738969
rs369018	0.0207918273779657
rs372415	0.0873231646271668
rs389546	0.000193443365532067
rs4077944	2.72262394069735e-05
rs419009	0.000277327637248921
rs434578	0.000372009625096797
rs449789	0.00335358039408919
rs4709297	5.35657433501275e-05
rs498223	0.0334835550064993
rs509833	0.0533000011258421
rs529273	0.0307741765932326
rs534329	0.0556045754740627
rs578217	0.0780462394864278
rs594613	0.0849593040882588
rs633880	0.00381939988300856
rs7760427	0.0603070342714108
rs7766678	0.060185874587936
rs7767146	0.000153949097410614
rs7774311	0.000235333501757475
rs824140	0.00414482914817043
rs905684	3.47432791497429e-05
