snp	pvalues.df1	MAF.df1	N.df1	V.df1	z.df1	r.df1	lABF.df1	pvalues.df2	MAF.df2	N.df2	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4
SNP.1	3.765e-36	0.163174	734101	4.98801859307514e-06	12.5542991704574	0.999778359420189	74.5805206484056	8.85202e-09	0.163174	465	0.00787464395095711	5.7513756091843	0.74074942364192	11.5763936509257	86.1569142993312	0.00887387987778133
SNP.10	3.913e-34	0.138806	721322	5.79871269401042e-06	12.1812373122748	0.999742345838598	70.0402093732349	1.95734e-11	0.138806	465	0.00899513771584729	6.7091703963216	0.714395987183722	15.4519671442836	85.4921765175185	0.00456479832541354
SNP.11	4.426e-34	0.138806	721351	5.79847957217636e-06	12.1711867930954	0.99974235619423	69.9178443221086	1.95734e-11	0.138806	465	0.00899513771584729	6.7091703963216	0.714395987183722	15.4519671442836	85.3698114663922	0.00403904906171467
SNP.12	1.837e-36	0.133234	724427	5.97665850822266e-06	12.6109776437243	0.999734441273138	75.3804244917387	4.13661e-10	0.133234	465	0.00931108127556176	6.24878381532641	0.707300698303681	13.1947862496398	88.5752107413785	0.0996245438559175
SNP.13	1.323e-36	0.131343	726323	6.03371721363892e-06	12.6368183053035	0.999731906683805	75.7110949184805	2.78576e-09	0.131343	465	0.00942457545755239	5.94374903545694	0.704786193004085	11.8393693793341	87.5504642978145	0.0357539987104391
SNP.14	1.054e-34	0.125373	724330	6.29515797800493e-06	12.2877491693573	0.999720293458616	71.3823887644059	2.81231e-09	0.125373	465	0.0098059608133512	5.94219476030233	0.696465897733069	11.6998628360007	83.0822516004066	0.000410019490551749
SNP.15	4.126e-34	0.134731	724927	5.91639349908427e-06	12.1769140181091	0.999737118302777	69.9972245928976	2.33978e-07	0.134731	465	0.00922355567765733	5.17009262092632	0.709252147792707	8.86145505779157	78.8586796506892	6.00524195383139e-06
SNP.16	7.786e-35	0.125373	724634	6.29251701991393e-06	12.3122115612854	0.999720410768893	71.6829906899231	2.81231e-09	0.125373	465	0.0098059608133512	5.94219476030233	0.696465897733069	11.6998628360007	83.3828535259238	0.000553801667649293
SNP.17	1.664e-35	0.146269	722483	5.54203198610564e-06	12.4361162051001	0.999753748122208	73.1548730205407	9.49131e-09	0.146269	465	0.00861080407616679	5.739577395117	0.723221423172302	11.2701820627597	84.4250550833004	0.00157027835592287
SNP.18	4.502e-36	0.161194	730852	5.05976287170129e-06	12.540139913599	0.999775172209049	74.409788955748	4.52098e-09	0.161194	465	0.0079525544393734	5.86390801369171	0.738854273942576	12.0315678821438	86.4413568378918	0.0117935722090003
SNP.19	3.355e-34	0.135821	723819	5.88531067103683e-06	12.1937777781345	0.999738499037483	70.2001308985421	1.24675e-07	0.135821	465	0.00916107459053593	5.28650560196837	0.710651811127272	9.31028109903031	79.5104119975724	1.15232311033812e-05
SNP.2	5.107e-37	0.132836	729100	5.95341115130446e-06	12.711462927549	0.999735473941382	76.6504882527516	4.93734e-09	0.132836	465	0.00933469262455071	5.84927036355615	0.706776103207862	11.4773965955201	88.1278848482717	0.0636935094793279
SNP.20	1.18e-36	0.134328	728056	5.90588926685595e-06	12.6458114107827	0.999737584912338	75.8144993593739	5.50456e-09	0.134328	465	0.0092469206797206	5.83115325020895	0.708730154555513	11.4324921884565	87.2469915478304	0.0263953897690177
SNP.21	6.657e-37	0.134328	726470	5.91878276607441e-06	12.6907211394428	0.999737012168967	76.384322447136	5.50456e-09	0.134328	465	0.0092469206797206	5.83115325020895	0.708730154555513	11.4324921884565	87.8168146355926	0.0466658415495278
SNP.22	1.769e-36	0.126524	722919	6.25830140152197e-06	12.6139498314598	0.999721930615133	75.4399231800185	1.86597e-10	0.126524	465	0.00972955912018679	6.37198511565091	0.698116903060807	13.5736813596201	89.0136045396386	0.154439488086818
SNP.23	1.237e-36	0.133234	728683	5.94175079305572e-06	12.6421033198031	0.999735991905656	75.7705255235342	4.4717e-09	0.133234	465	0.00931108127556176	5.86572663804524	0.707300698303681	11.5536540587878	87.324179582322	0.0285134925893588
SNP.24	6.171e-37	0.132836	722889	6.00456234693858e-06	12.6966568492333	0.999733201762654	76.4665340306762	4.93734e-09	0.132836	465	0.00933469262455071	5.84927036355615	0.706776103207862	11.4773965955201	87.9439306261963	0.052991336785123
SNP.25	5.066e-37	0.132836	729127	5.95319069300146e-06	12.7120931786008	0.999735483734345	76.658480025481	4.93734e-09	0.132836	465	0.00933469262455071	5.84927036355615	0.706776103207862	11.4773965955201	88.1358766210011	0.0642045729629609
SNP.26	4.595e-37	0.132836	729083	5.95354996676109e-06	12.7197206454949	0.999735467775069	76.7554734039693	4.93734e-09	0.132836	465	0.00933469262455071	5.84927036355615	0.706776103207862	11.4773965955201	88.2328699994894	0.0707440063193326
SNP.27	1.114e-35	0.131343	709385	6.1777844016463e-06	12.4681370671767	0.999725507171372	73.6055926869226	2.71579e-10	0.131343	465	0.00942457545755239	6.31419063637517	0.704786193004085	13.4395338520876	87.0451265390102	0.021570450725388
SNP.28	1.1e-36	0.135821	728754	5.84545633313739e-06	12.6513277204424	0.99974026941825	75.8793279698115	1.1658e-09	0.135821	465	0.00916107459053593	6.08487806429164	0.710651811127272	12.5361427152101	88.4154706850216	0.0849165069128923
SNP.29	8.312e-37	0.127246	726648	6.19597896572878e-06	12.673320458247	0.999724698968608	76.1855945496573	1.18894e-08	0.127246	465	0.00968235639459975	5.70130455365848	0.69914084985323	10.762185949549	86.9477804992063	0.0195696190718783
SNP.3	2.29e-34	0.134731	723579	5.92741551387016e-06	12.2248514249108	0.999736628693213	70.5828433014451	2.35994e-07	0.134731	465	0.00922355567765733	5.16848913896575	0.709252147792707	8.85557616271814	79.4384194641632	1.07228026237501e-05
SNP.30	1.377e-34	0.135821	722654	5.8947984576287e-06	12.2661171055165	0.999738077578767	71.0853792097955	1.24675e-07	0.135821	465	0.00916107459053593	5.28650560196837	0.710651811127272	9.31028109903031	80.3956603088258	2.79275429652588e-05
SNP.31	9.11e-35	0.135821	722570	5.89548373804504e-06	12.2995323861718	0.999738047137813	71.495761548763	1.24675e-07	0.135821	465	0.00916107459053593	5.28650560196837	0.710651811127272	9.31028109903031	80.8060426477933	4.20978109915442e-05
SNP.32	1.044e-35	0.131343	722328	6.06708806492599e-06	12.4733082315414	0.999730424332195	73.6614076496098	2.71579e-10	0.131343	465	0.00942457545755239	6.31419063637517	0.704786193004085	13.4395338520876	87.1009415016974	0.0228086378847687
SNP.33	9.695e-35	0.15015	717485	5.46121862989655e-06	12.2945040203753	0.999757338071109	71.3971541311024	1.57198e-06	0.15015	465	0.00842654290036845	4.80186074706806	0.72753039589601	7.73753531262403	79.1346894437264	7.9140727842539e-06
SNP.4	5.196e-34	0.134731	722722	5.93444421245051e-06	12.1580889738519	0.999736316471233	69.7696945491858	6.55698e-08	0.134731	465	0.00922355567765733	5.40290607000444	0.709252147792707	9.73438000889541	79.5040745580812	1.14504342400247e-05
SNP.5	3.679e-36	0.162687	733075	5.00703826660145e-06	12.556128132076	0.999777514476752	74.6053144451205	9.36723e-09	0.162687	465	0.00789362274685776	5.74180564167285	0.740286874894707	11.5289229322347	86.1342373773552	0.00867491211083745
SNP.6	4.178e-37	0.131343	724331	6.05031068359888e-06	12.7271525202109	0.999731169592173	76.8577180906658	9.55643e-09	0.131343	465	0.00942457545755239	5.7384192654243	0.704786193004085	10.9940851403538	87.8518032310196	0.0483275140786094
SNP.7	4.792e-36	0.164179	734149	4.96312151131421e-06	12.5351919163598	0.999779465467927	74.3384636465448	3.98048e-09	0.164179	465	0.00783585095572004	5.88500248982971	0.741696682016348	12.1668745360866	86.5053381826314	0.0125728031351556
SNP.8	5.265e-37	0.131737	728712	5.99867066698845e-06	12.7090803039291	0.99973346347546	76.623835864362	6.59839e-09	0.131737	465	0.00940065225609136	5.80083907966144	0.705314732105632	11.2559028804039	87.8797387447659	0.049696602066234
SNP.9	1.302e-36	0.134328	727158	5.91318271416952e-06	12.6380766274515	0.999737260929332	75.7173333771281	1.57053e-09	0.134328	465	0.0092469206797206	6.03695139783839	0.708730154555513	12.2980054847589	88.015338861887	0.0569137337817204
