snp	SNP.PP.H4.row1	SNP.PP.H4.row2
rs10260816	0.00453652902515232	0.185278283134299
rs1117457	5.35425909560283e-16	0.00760950629749803
rs11977526	0.995463470968618	0.000255650610343756
rs1496499	1.32536841724162e-15	0.013568564446677
rs1542819	4.10485718844377e-15	0.0159114781548532
rs1542820	4.16367303179573e-14	0.0699414868812429
rs1543270	2.82001558495484e-12	0.0509406792666612
rs1852210	1.28028703258173e-13	0.0436645045136753
rs2204489	2.97667266250046e-12	0.450684967139776
rs2342396	6.52162013058877e-17	0.00315123145872693
rs2949838	1.58333344105366e-13	0.0399031774985902
rs2960434	1.71873544813265e-16	0.00269754689922864
rs2960436	1.51792508512271e-15	0.0119656078344524
rs2960437	2.89748588682228e-15	0.0221001191911751
rs2965068	5.19735540393583e-16	0.00836746717250319
rs2965072	2.19065213662947e-14	0.0191443523077822
rs2965074	5.07341879783526e-14	0.0267837427841511
rs2965075	2.3935336987559e-14	0.0149479283745322
rs924140	1.01666641019061e-15	0.0130837060338327
