snp	pvalues.df1	MAF.df1	N.df1	V.df1	z.df1	r.df1	lABF.df1	pvalues.df2	MAF.df2	N.df2	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4
SNP.1	4.28e-92	0.466292	721772	2.7836094158175e-06	20.3539877145109	0.999876299329713	202.61796135656	0.000211348	0.466292	387	0.00519155383791583	3.70505124447499	0.812522118899393	4.73986278274554	207.357824139305	0.228021581204304
SNP.10	3.564e-76	0.481273	731195	2.73909086559444e-06	18.4705551819171	0.99987827744638	166.053057718342	0.000447021	0.481273	387	0.00517521846374245	3.51064496271919	0.813001712325323	4.17164394645063	170.224701664793	1.70320046273782e-17
SNP.11	2.329e-82	0.490602	733235	2.72860246571335e-06	19.2240421225366	0.999878743484227	180.250690609801	0.000108501	0.490602	387	0.00516978508771919	3.87075004655446	0.813161357367618	5.2529237885327	185.503614398334	7.35890601083732e-11
SNP.12	1.7e-77	0.488462	731313	2.73626418642966e-06	18.6340967049876	0.999878403045998	169.086269657959	0.000895488	0.488462	387	0.00517071206969104	3.32145693656351	0.81313411607666	3.64659669829108	172.73286635625	2.0919333887354e-16
SNP.13	7.413e-79	0.485019	734537	2.72525013191144e-06	18.8009828109451	0.999878892440732	172.20765721928	0.000407763	0.485019	387	0.00517260221225798	3.53500787888871	0.813078575965411	4.24169558837627	176.449352807656	8.60195981841218e-15
SNP.14	6.718e-79	0.485019	734373	2.72585873410901e-06	18.8062035486278	0.999878865398298	172.305920809598	0.000407763	0.485019	387	0.00517260221225798	3.53500787888871	0.813078575965411	4.24169558837627	176.547616397974	9.4901427387894e-15
SNP.15	1.223e-77	0.481273	731367	2.73844669703217e-06	18.6517110171382	0.999878306069125	169.414993391907	0.000447021	0.481273	387	0.00517521846374245	3.51064496271919	0.813001712325323	4.17164394645063	173.586637338358	4.91287685065848e-16
SNP.16	7.057e-81	0.488764	734795	2.72322279255721e-06	19.0462580363971	0.999878982522889	176.848234655898	0.000268424	0.488764	387	0.00517056974640071	3.64400902598791	0.813138298423607	4.56005789309787	181.408292548996	1.22528629331177e-12
SNP.17	1.834e-81	0.488679	734556	2.72412974128385e-06	19.1166849842896	0.999878942223814	178.192080936094	0.000263968	0.488679	387	0.00517060942180491	3.64831293219219	0.81313713250817	4.5728136172614	182.764894553356	4.75775790958455e-12
SNP.18	2.91e-81	0.484906	734518	2.72535770831264e-06	19.0925861674022	0.999878887660717	177.73195292065	0.000661531	0.484906	387	0.00517267259223354	3.40504521355527	0.81307650806069	3.87501191646635	181.606964837116	1.49458236550266e-12
SNP.19	1.023e-77	0.492509	730698	2.73772341163586e-06	18.6612550828166	0.99987833820732	169.59290395612	0.000130842	0.492509	387	0.00516911891843798	3.82486832250609	0.813180935263052	5.10945574622786	174.702359702348	1.49929793896191e-15
SNP.2	1.376e-77	0.482625	730215	2.74223077441629e-06	18.6454082342661	0.999878137928867	169.298131002007	0.000237663	0.482625	387	0.0051742068344713	3.67520017458105	0.813031431562973	4.65243955023185	173.950570552239	7.06952223139814e-16
SNP.3	1.75e-92	0.432331	718129	2.83697810119119e-06	20.3977747036233	0.99987392798055	203.519050471256	0.000137549	0.432331	387	0.00526438306674503	3.812534539889	0.810390778210719	5.0582899817556	208.577340453012	0.771978417159551
SNP.4	1.035e-78	0.483146	733885	2.72832261662113e-06	18.7832725153548	0.999878755918949	171.875422627809	0.000752914	0.483146	387	0.00517383732170284	3.36954864594207	0.813042287502163	3.7771469595622	175.652569587371	3.87756291995102e-15
SNP.5	3.693e-79	0.485019	718323	2.78676452813544e-06	18.8379044718025	0.999876159137208	172.91309235806	0.000407763	0.485019	387	0.00517260221225798	3.53500787888871	0.813078575965411	4.24169558837627	177.154787946436	1.74166248625806e-14
SNP.6	1.832e-80	0.492509	718144	2.78558203011582e-06	18.9962424909125	0.999876211679662	175.907810659082	0.000412261	0.492509	387	0.00516911891843798	3.53210796599995	0.813180935263052	4.23372859231967	180.141539251401	3.4521813994103e-13
SNP.7	5.444e-84	0.492509	729218	2.74327981678387e-06	19.4179304108185	0.999878091316127	183.998908374869	0.000319001	0.492509	387	0.00516911891843798	3.59936025901255	0.813180935263052	4.42873246689333	188.427640841763	1.36994081654064e-09
SNP.8	5.534e-82	0.488764	734457	2.72447603039671e-06	19.1790904054042	0.999878926836913	179.386928993248	0.000268424	0.488764	387	0.00517056974640071	3.64400902598791	0.813138298423607	4.56005789309787	183.946986886346	1.55159552098646e-11
SNP.9	8.582e-83	0.5	731401	2.73447807700564e-06	19.2757662462429	0.999878482409341	181.247281182423	0.000134384	0.5	387	0.00516795865633075	3.81828247980187	0.813215036189587	5.08914667689906	186.336427859322	1.69238647776362e-10
