snp	SNP.PP.H4.row1	SNP.PP.H4.row2
rs10260816	0.000720500443630658	0.053857087317231
rs1117457	3.59820404636054e-16	0.00935945738493619
rs11977526	0.999279499550182	0.000469695359752423
rs1496499	4.54864782720299e-16	0.00852289982200334
rs1542819	2.45421476263656e-15	0.0174113651958353
rs1542820	9.41137029131286e-15	0.0289346937586469
rs1543270	4.4063229119177e-12	0.14567912689795
rs1852210	1.09444259692391e-13	0.0683159266322821
rs2204489	1.12041529668045e-12	0.310476553378978
rs2342396	2.11851497004453e-17	0.00187354499678017
rs2949838	4.52185203897403e-13	0.208573548080326
rs2960434	8.84082593351585e-17	0.00253957238299981
rs2960436	9.07538065629231e-16	0.0130935395045151
rs2960437	9.65331551983219e-16	0.0134758936215844
rs2965068	1.68833434137567e-16	0.00497482538559673
rs2965072	1.87287467467315e-14	0.0299559958265015
rs2965074	4.88645304976888e-14	0.0472141383365323
rs2965075	1.52921655991528e-14	0.0174790667209807
rs924140	7.55424009715741e-16	0.0177930693965694
