snp	SNP.PP.H4.row1	SNP.PP.H4.row2
rs10260816	0.000754114927289468	0.0575481524576417
rs1117457	5.58544539189124e-16	0.0148322805662441
rs11977526	0.999245885065182	0.0004794981087416
rs1496499	1.57325068618045e-15	0.0300945766506925
rs1542819	4.26572065038477e-15	0.030895690805426
rs1542820	1.49987240842301e-14	0.0470766535337561
rs1543270	6.36731603638509e-12	0.214912983710602
rs1852210	1.34755606875256e-13	0.0858738744842923
rs2204489	6.42764742462701e-13	0.181839012308027
rs2342396	5.12177287966434e-17	0.00462421635242867
rs2949838	2.38376490985515e-13	0.112251342092419
rs2960434	2.9088717144123e-16	0.0085305604059155
rs2960436	1.57741039068884e-15	0.0232339017377506
rs2960437	1.64194034627456e-15	0.0234004217821306
rs2965068	4.17546773048656e-16	0.0125605818345011
rs2965072	2.30601736533495e-14	0.0376550176872137
rs2965074	5.62544817591375e-14	0.0554907639929969
rs2965075	4.04884444061791e-14	0.0472460578304644
rs924140	4.76351498855805e-16	0.0114544136587568
