snp	SNP.PP.H4.row1	SNP.PP.H4.row2
rs10260816	0.00059880652884509	0.104289412037535
rs1117457	2.05502854822886e-15	0.124545438319351
rs11977526	0.999401193470091	0.00109449614930095
rs1496499	1.153487707481e-16	0.00503573796367893
rs1542819	6.36883651369432e-16	0.010527504695125
rs1542820	1.30944020105572e-14	0.0937986918317058
rs1543270	2.75379929597874e-13	0.0212128185033404
rs1852210	1.03326209631916e-14	0.0150274245501025
rs2204489	7.24594493591918e-13	0.467831963808559
rs2342396	6.9735065795172e-17	0.0143690775324734
rs2949838	2.0513315383726e-14	0.0220456963385261
rs2960434	1.06420343470329e-16	0.00712258259994447
rs2960436	2.35511645433081e-16	0.00791680015088984
rs2960437	1.01646860562781e-15	0.0330613150927079
rs2965068	5.55748286157288e-16	0.0381542219690512
rs2965072	1.76817899626252e-15	0.00658940732120902
rs2965074	4.40164075677111e-15	0.00990918678093044
rs2965075	2.3090411930108e-15	0.00614930467050821
rs924140	2.06252778268395e-16	0.0113189196850604
