snp	SNP.PP.H4.row1	SNP.PP.H4.row2
rs10260816	0.00129731513353345	0.0867563523592296
rs1117457	2.63789017864653e-15	0.0613859221746256
rs11977526	0.998702684861125	0.000419964614633812
rs1496499	2.27560241694715e-15	0.0381459685679446
rs1542819	1.0338483252608e-14	0.0656181948897823
rs1542820	2.11756466620438e-14	0.0582438266604544
rs1543270	4.30368934417016e-12	0.127294345952227
rs1852210	8.40317925808791e-14	0.0469266761076886
rs2204489	6.81978030131742e-13	0.169070311642211
rs2342396	3.31690350450162e-16	0.0262429478783054
rs2949838	1.49690435477955e-13	0.061770927624519
rs2960434	3.64337423699472e-16	0.00936307988361564
rs2960436	3.82304239851135e-15	0.049345609453407
rs2960437	4.27420559732027e-15	0.0533806270751837
rs2965068	1.99646464266849e-15	0.0526293735568351
rs2965072	1.43967898723605e-14	0.0206009809354202
rs2965074	3.42192604989209e-14	0.0295798622820687
rs2965075	1.98975892781237e-14	0.0203468367088242
rs924140	1.08571144224038e-15	0.022878191633026
