snp	SNP.PP.H4.abf
rs1016669	0.0017662135297546
rs10212536	2.19210882248013e-05
rs10510729	3.20127094928219e-17
rs10510730	8.53201749676255e-17
rs10510731	1.1288908384863e-16
rs10510732	2.58276984887677e-16
rs10510733	1.18165511907773e-17
rs1052501	0.00134994879309856
rs10865914	0.00333535772585258
rs1087599	4.98946689197517e-15
rs111277902	1.05384950515894e-15
rs11129932	3.08555779863908e-17
rs11129935	1.28027223985458e-16
rs111419796	2.45097346522005e-16
rs111465678	1.64027328554708e-05
rs111708447	4.06816109465944e-17
rs111967505	5.80818257328452e-16
rs112059754	0.000303101627301713
rs112071272	2.83681178536546e-17
rs112245154	8.65478629412349e-17
rs112265441	4.15136698169426e-19
rs1125203	2.39405669958052e-13
rs112736802	2.10217149275426e-15
rs112787664	3.3094731825607e-18
rs113144620	6.62129159819509e-18
rs113213296	2.96029324761605e-16
rs113300894	5.3972398650177e-16
rs113379006	3.76421444233797e-16
rs113449797	0.00283948550196819
rs113471865	0.00078943250631984
rs113528686	3.36442825261142e-16
rs113772069	5.20542773900617e-16
rs113803925	2.47360322640541e-16
rs113923306	4.74070592539879e-17
rs113941228	9.77209344088915e-15
rs114034165	3.45526922643632e-17
rs114478966	1.32313971413667e-17
rs114714860	9.19247224752331e-05
rs114960066	0.00352696110202963
rs115702638	6.19808755864348e-17
rs116393551	8.12975390780471e-18
rs11711210	0.000226585498876502
rs11923562	6.02793152086978e-14
rs11926737	1.63317709046409e-16
rs12107296	0.00509427553691789
rs12107693	0.00708451342509261
rs12108049	1.33274304055212e-16
rs12108064	6.14510222449309e-15
rs12185908	0.00189804807914506
rs12185934	4.66078471917225e-17
rs12186050	3.75003524355595e-18
rs12186051	4.70227274649388e-18
rs12186076	1.18871769242472e-05
rs12186109	4.9872020807207e-18
rs12330363	4.56207703621293e-05
rs12492599	2.14338297058554e-07
rs12634670	3.11287757450487e-17
rs12635286	1.51664832566501e-14
rs12639255	0.000465171398069591
rs13076952	2.68291218590114e-06
rs13084436	1.5576297278795e-14
rs13087502	1.26310460181765e-13
rs13087719	0.000202125725083751
rs13088394	7.03837899422162e-05
rs13321282	4.75794637832445e-08
rs13325965	1.01514587907484e-05
rs137891656	6.44243381371565e-17
rs138239252	5.39075819788634e-12
rs138732282	2.91716522548974e-15
rs140020439	3.00954200413556e-18
rs140981184	1.50979836550223e-14
rs142677174	5.40958883792065e-18
