snp	SNP.PP.H4.row1	SNP.PP.H4.row2
rs1034564	0.0482707171034174	6.8318810542246e-12
rs1034565	5.6349953249098e-19	1.83491788076658e-11
rs1034566	5.50331106620604e-10	2.53576432355671e-18
rs12628032	6.32634782875913e-26	0.999335868962911
rs2073743	1.37311769204211e-07	1.01260144250088e-19
rs2073748	2.02395121859935e-87	1.31013603655825e-36
rs2238781	2.5193198512713e-87	1.63079608561479e-36
rs2238782	5.39916196491982e-90	6.59185659178255e-37
rs2238783	1.52692202154564e-90	1.86422468121181e-37
rs2238784	0.094273228375752	3.53610282444201e-11
rs2238786	3.28916035359579e-10	0.000103583457610755
rs2238787	7.37839759993329e-11	2.61490606361087e-05
rs2238792	0.00359785148012701	5.5846481157438e-13
rs2240716	7.86351696967598e-21	0.000259694200957894
rs2240717	2.36758954987083e-90	2.89059874150026e-37
rs4819852	3.24490271170571e-10	1.76803843594799e-17
rs71313932	6.51133487671462e-13	2.06308156803548e-11
rs7285377	1.18193417821223e-07	3.10971215987794e-20
rs756653	2.11765297557583e-11	7.50496775411901e-06
rs758374	7.86351696967598e-21	0.000259694200957894
rs917478	1.52692202154564e-90	1.86422468121181e-37
rs917479	1.74127281308707e-90	2.12592634664743e-37
rs9606203	0.853857946214944	9.96564652192377e-11
rs9606204	2.11765297557583e-11	7.50496775411901e-06
