snp	SNP.PP.H4.abf
rs1034564	0.0587549013340642
rs1034565	0.199699970663343
rs1034566	0.0363195706223294
rs12628032	9.51641144228373e-06
rs2073743	0.0858655754570447
rs2073748	1.33591951201765e-05
rs2238781	1.66289015041374e-05
rs2238782	0.000567134646320377
rs2238783	0.000160389776464307
rs2238784	0.0135748496033887
rs2238786	0.0299607130477982
rs2238787	0.107840400266268
rs2238792	0.0710606285970146
rs2240716	3.11002230078281e-05
rs2240717	0.000248694532729745
rs4819852	0.212520944023771
rs71313932	0.0111647137125134
rs7285377	0.0461662337099889
rs756653	0.0272948256154211
rs758374	3.11002230078281e-05
rs917478	0.000160389776464307
rs917479	0.000182905448551795
rs9606203	0.0710606285970146
rs9606204	0.0272948256154211
