snp	SNP.PP.H4.abf
rs10857961	0.00257455654913153
rs10857964	0.00226175766647731
rs10857967	0.00239444848080345
rs1106287	0.000998247298203809
rs1110042	0.0407188777661522
rs11102496	0.00155066515309009
rs11102498	0.0290135605674648
rs11102501	0.00338872115428189
rs11102513	0.00879802218380405
rs11102514	0.00826407070094849
rs11102520	0.0337348331517546
rs12029985	0.00209719605198947
rs12030612	0.0172291753596235
rs12030641	0.0422090537491598
rs12040988	0.00542419573274103
rs12045227	0.407957471361809
rs12049572	8.47798062743499e-05
rs12117479	0.00254799709915707
rs12120956	0.00175872437349221
rs12122980	0.0140560591587168
rs12126971	0.029102421308922
rs12130243	0.0478202052721858
rs12133583	0.00091301242336892
rs12137269	0.00252895387695502
rs12140506	0.00131628355362459
rs12406282	0.00103116532233157
rs12406530	0.00130001280374513
rs12724928	0.00281392535372606
rs12728311	0.00690195248266998
rs12756815	0.00764912725933522
rs17030613	0.0502848327099295
rs17030651	0.0176616427668876
rs2009056	0.0130257916306883
rs2064711	0.00714143786645861
rs2273368	0.000676026056172436
rs2279499	0.00390041739555041
rs2306937	0.0173624420711619
rs2306940	0.00091301242336892
rs2887882	0.0209146745610427
rs34107138	9.41844364175139e-05
rs34569066	0.00671811854972994
rs34848593	0.00131566310778025
rs35023236	0.0069706314604086
rs35147679	0.00222321200942715
rs3748656	0.0012378740277724
rs3795819	0.024664673676122
rs55652172	0.000871612425791428
rs56135413	0.00341601140459178
rs60900293	0.00130060429038291
rs61818802	0.0666782992606112
rs61818805	0.0175130433796885
rs6679	0.00119567971171132
rs883593	0.000299501167093329
rs9308256	0.00518114058927555
