snp	SNP.PP.H4.abf
rs10857961	0.00514128495811527
rs10857964	0.0097246994262566
rs10857967	0.00927594489413882
rs1106287	0.000102985793430663
rs1110042	0.00267445801205591
rs11102496	0.00859657644538465
rs11102498	0.0205349049815915
rs11102501	0.00600718061993906
rs11102513	0.0155962399826142
rs11102514	0.0146497050351327
rs11102520	0.00171463774360495
rs12029985	0.00618906495903534
rs12030612	0.00822546517684314
rs12030641	0.0115379660011314
rs12040988	0.00377454086915618
rs12045227	0.585993710858757
rs12049572	0.000155606751476653
rs12117479	0.0074042003668364
rs12120956	0.000430534480187984
rs12122980	0.00978120487680906
rs12126971	0.0202515329524102
rs12130243	0.0100211167733741
rs12133583	4.64056115068467e-05
rs12137269	0.0118956727195525
rs12140506	0.00205782477137221
rs12406282	5.24109597226322e-05
rs12406530	0.00317137810130629
rs12724928	0.00498824101519809
rs12728311	0.0156653927337745
rs12756815	0.0133598411243748
rs17030613	0.0177086875638939
rs17030651	0.00482786074711598
rs2009056	0.0162103429053763
rs2064711	0.0126596155885184
rs2273368	0.0122813793281363
rs2279499	0.000176907125042214
rs2306937	0.0162800203358445
rs2306940	4.64056115068467e-05
rs2887882	0.0473696197875664
rs34107138	0.000100137598094646
rs34569066	0.011618141141885
rs34848593	6.68711065598183e-05
rs35023236	0.0084397743362851
rs35147679	0.00953495107172913
rs3748656	6.29173270340159e-05
rs3795819	0.00125362945263533
rs55652172	0.00171355190899341
rs56135413	0.00871714455115624
rs60900293	0.00437627144411109
rs61818802	0.0083257420248475
rs61818805	0.0016911261869679
rs6679	7.63677013494638e-05
rs883593	1.85971032413722e-05
rs9308256	0.00742320905702348
