snp	SNP.PP.H4.row1	SNP.PP.H4.row2
rs11630478	4.30856318833225e-05	0.0053509767548228
rs11636952	0.114432377552997	0.623452000788895
rs12591513	0.00165761330406739	0.0185069712728008
rs12594062	0.00141305059121723	0.0118149088954388
rs12898997	0.00516579733003145	0.0576752506470708
rs12902690	0.0696994587170323	1.62639182427947e-13
rs12905199	0.0191145841700242	0.115066861114915
rs1378940	0.00100133450039718	0.00602787990896847
rs1378941	0.00686564938628778	0.0413301548895091
rs1378942	0.000892055260227853	0.00537003566608769
rs2168518	0.00965595909565753	0.0581273908084129
rs34862454	0.000533468739506222	0.00595608795655367
rs35206230	0.00367203433140835	0.0409976402321081
rs3765066	0.761214725989609	3.08168396248951e-13
rs3784789	0.00463880539963904	0.0103238410639542
