snp	pvalues.df1	MAF.df1	N.df1	V.df1	z.df1	r.df1	lABF.df1	pvalues.df2	MAF.df2	N.df2	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4
SNP.1	3.17e-96	0.44401	742171	2.7290173200487e-06	20.8149312035651	0.999878725050728	212.095683488722	2.11284e-06	0.44401	581	0.00348605423999632	4.74232051067638	0.86584903549417	8.73190613449626	220.827589623219	0.000751845694227236
SNP.10	6.03e-98	0.436364	746045	2.72494249674944e-06	21.0039917272804	0.999878906110095	216.047650703477	4.47337e-06	0.436364	581	0.00349901845953087	4.58808197026191	0.865417286234197	8.1059434845025	224.153594187979	0.0209215639462257
SNP.11	6.34e-99	0.436364	744320	2.73125769156738e-06	21.1107196340534	0.99987862550282	218.29588081685	4.47337e-06	0.436364	581	0.00349901845953087	4.58808197026191	0.865417286234197	8.1059434845025	226.401824301352	0.198147263282671
SNP.12	2.38e-96	0.44026	741527	2.73619763210562e-06	20.8286655836455	0.999878406003249	212.382867755388	6.21877e-07	0.44026	581	0.0034921934966306	4.98429636523547	0.865644525265507	9.74906137679968	222.131929132188	0.00277074251167497
SNP.13	3.71e-97	0.44026	740424	2.74027371012066e-06	20.9175080588679	0.999878224888312	214.237763544159	6.21877e-07	0.44026	581	0.0034921934966306	4.98429636523547	0.865644525265507	9.74906137679968	223.986824920959	0.0177079046061295
SNP.14	2.18e-89	0.41039	738327	2.79872123764275e-06	20.0461689996403	0.999875627859791	196.403340199704	3.13945e-09	0.41039	581	0.00355657737560251	5.92413524921505	0.863505581552985	14.1567918117275	210.560132011432	2.61233297765453e-08
SNP.15	2.56e-98	0.437662	746218	2.72250076849214e-06	21.0446500931371	0.999879014605082	216.901937567513	4.99006e-06	0.437662	581	0.00349669376671716	4.56520519469355	0.865494674126835	8.01585412264341	224.917791690157	0.044924257141352
SNP.2	5.21e-99	0.401299	730670	2.84820121209766e-06	21.1199954216015	0.999873429301632	218.511519845247	3.86103e-06	0.401299	581	0.0035819194141883	4.61872616055309	0.86266657153155	8.20880220979195	226.720322055039	0.2724644813358
SNP.3	3.84e-97	0.44026	741889	2.73486252194382e-06	20.915865241124	0.999878465327052	214.202469817072	6.21877e-07	0.44026	581	0.0034921934966306	4.98429636523547	0.865644525265507	9.74906137679968	223.951531193872	0.017093826940796
SNP.4	5.57e-97	0.440104	742979	2.73105712917494e-06	20.8981162698226	0.999878634414541	213.830778140715	5.58616e-07	0.440104	581	0.00349245799445313	5.00500148632588	0.865635716514443	9.83850429226493	223.66928243298	0.012890216848691
SNP.5	1.57e-97	0.44026	742032	2.73433547548136e-06	20.958486569661	0.999878488745647	215.094640404845	6.21877e-07	0.44026	581	0.0034921934966306	4.98429636523547	0.865644525265507	9.74906137679968	224.843701781645	0.0417161351697666
SNP.6	1.46e-89	0.411458	735257	2.80819890029606e-06	20.0661079906254	0.99987520673529	196.804794987373	3.08759e-09	0.411458	581	0.00355378295840789	5.92687224248077	0.863598197464026	14.1720835162097	210.976878503583	3.96295585714868e-08
SNP.7	6.3e-99	0.436364	742290	2.73872708104304e-06	21.111018770394	0.999878293610646	218.303486478269	4.47337e-06	0.436364	581	0.00349901845953087	4.58808197026191	0.865417286234197	8.1059434845025	226.409429962772	0.199660049857186
SNP.8	6.62e-98	0.436364	737930	2.75490862952778e-06	20.9995569522659	0.999877574606278	215.959698063273	4.47337e-06	0.436364	581	0.00349901845953087	4.58808197026191	0.865417286234197	8.1059434845025	224.065641547775	0.0191600571367293
SNP.9	8.27e-99	0.436364	746481	2.72335092920977e-06	21.0981553075127	0.999878976829305	218.029378768756	4.47337e-06	0.436364	581	0.00349901845953087	4.58808197026191	0.865417286234197	8.1059434845025	226.135322253258	0.151791589775855
