snp	SNP.PP.H4.row1	SNP.PP.H4.row2
rs11630478	5.47410140042532e-07	0.00775200184986897
rs11636952	0.998929470034196	0.0320343769892801
rs12591513	1.2719630521405e-05	0.0361634465055246
rs12594062	8.82491889613637e-06	0.0261249385174366
rs12898997	3.96395427240062e-05	0.112700009673296
rs12902690	5.10918547262633e-07	1.88136128838609e-12
rs12905199	0.00046372940521319	0.331375466981905
rs1378940	2.42928775304881e-05	0.0173593987042925
rs1378941	0.000166564099850953	0.119024706542292
rs1378942	2.16417083187959e-05	0.0154649050066825
rs2168518	0.000234258413803947	0.167398250781699
rs34862454	4.09355139982812e-06	0.0116384612600326
rs35206230	2.81772110798208e-05	0.0801112157971274
rs3765066	5.56170632346011e-06	3.60165708169067e-12
rs3784789	5.9968571462476e-05	0.0428528213850931
