snp	pvalues.df1	MAF.df1	N.df1	V.df1	z.df1	r.df1	lABF.df1	pvalues.df2	MAF.df2	N.df2	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4
SNP.1	4.211e-23	0.389423	731042	2.87650833403684e-06	9.89884741133416	0.999872171527361	44.5049166355377	0.0423778	0.389423	469	0.00448368529963957	2.02979088379822	0.833837177915077	0.820332304965197	45.3252489405029	0.0171234107097457
SNP.10	7.945e-23	0.383224	731070	2.89354923145128e-06	9.83514888957745	0.999871414348332	43.8794001222918	0.029733	0.383224	469	0.00451042012076139	2.17362911560459	0.833011848738536	1.07293414200806	44.9523342642998	0.0117933038300442
SNP.11	1.985e-22	0.397764	730017	2.85920202937288e-06	9.74255479615136	0.999872940500418	42.9672293607013	0.0485279	0.397764	469	0.00445046074174137	1.97271624576705	0.834865133312975	0.723988112008774	43.6912174727101	0.00334148429100891
SNP.12	8.421e-22	0.402556	735556	2.82638131846165e-06	9.59464068307888	0.999874398830148	41.5315841821616	0.0255177	0.402556	469	0.00443275423684942	2.23347404596944	0.835414001929869	1.1815312106434	42.713115392805	0.00125647857544022
SNP.13	8.267e-22	0.400641	737226	2.82440478647489e-06	9.59654391595232	0.999874486653957	41.5494988429631	0.0238021	0.400641	469	0.0044397113925666	2.26030867426964	0.835198257031379	1.2320059434662	42.7815047864293	0.00134541487198357
SNP.14	1.161e-22	0.389776	736973	2.85242377965962e-06	9.79689470980993	0.999873241679502	43.4968757635334	0.0421884	0.389776	469	0.00448221601314944	2.03165692015158	0.833882583588943	0.823449111595994	44.3203248751294	0.0062684085910416
SNP.15	4.851e-22	0.406752	714562	2.89977370633924e-06	9.6513559479202	0.99987113777622	42.0899507657086	0.0682793	0.406752	469	0.00441805564850572	1.8231590843723	0.835870179250819	0.485629438252091	42.5755802039606	0.00109502570516458
SNP.16	2.001e-24	0.392971	703830	2.97805208191175e-06	10.199108871179	0.99986765964598	47.5389609835683	0.0406772	0.392971	469	0.00446917355397003	2.04680535178222	0.834285854365302	0.848838152003831	48.3877991355721	0.366133041838183
SNP.17	2.101e-24	0.392971	702119	2.98530932336533e-06	10.1943710567181	0.999867337187385	47.4918571700714	0.0406772	0.392971	469	0.00446917355397003	2.04680535178222	0.834285854365302	0.848838152003831	48.3406953220753	0.349286658507583
SNP.2	1.435e-23	0.390879	734154	2.86046688208468e-06	10.005955258402	0.99987288429903	45.5680005317098	0.0454586	0.390879	469	0.00447766141439232	2.00038599032408	0.834023366754706	0.770736513480469	46.3387370451903	0.0471783301066248
SNP.3	9.304e-23	0.392283	737231	2.84489041760336e-06	9.81924252934484	0.999873576410829	43.7147309650973	0.0278402	0.392283	469	0.00447194329948858	2.19953082211862	0.834200181654194	1.11941641126401	44.8341473763613	0.0104787040346426
SNP.4	5.003e-24	0.383387	734112	2.88109528567776e-06	10.109714216031	0.999871967715002	46.6150038608178	0.0492065	0.383387	469	0.00450969429074515	1.96679802822644	0.833034234219734	0.71622762508535	47.3312314859031	0.127285057691185
SNP.5	8.196e-23	0.389776	735809	2.85693612087796e-06	9.83201765289216	0.999873041181882	43.8423252041805	0.0421884	0.389776	469	0.00448221601314944	2.03165692015158	0.833882583588943	0.823449111595994	44.6657743157765	0.00885490860456453
SNP.6	1.882e-22	0.380192	715466	2.96565653657797e-06	9.7479666233136	0.999868210413603	43.0380131585199	0.0352415	0.380192	469	0.00452415014839935	2.10557254040278	0.832588624487519	0.951963490561536	43.9899766490815	0.00450493869678074
SNP.7	5.616e-23	0.392971	731093	2.86699831185902e-06	9.87000823486233	0.999872594087141	44.2182593211637	0.0406772	0.392971	469	0.00446917355397003	2.04680535178222	0.834285854365302	0.848838152003831	45.0670974731675	0.0132274617916253
SNP.8	8.107e-23	0.394569	737626	2.83756731048172e-06	9.83311693303649	0.999873901800073	43.8497732849858	0.0313793	0.394569	469	0.00446282180162343	2.15222928769165	0.834482390809899	1.03336030223422	44.88313358722	0.0110047964788234
SNP.9	4.359e-23	0.382637	717950	2.94814095522827e-06	9.89539184378989	0.999868988679316	44.4828622262138	0.0334533	0.382637	469	0.00451304434713462	2.12660039089218	0.832930924440091	0.988761613534798	45.4716238397486	0.0198225756755627
