snp	pvalues.df1	MAF.df1	N.df1	V.df1	z.df1	r.df1	lABF.df1	pvalues.df2	MAF.df2	N.df2	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4
SNP.1	2.645e-40	0.352321	753099	2.90950821325606e-06	13.290022123935	0.999870705243151	83.8242177926491	0.000225921	0.352321	324	0.00676280162313249	3.68811561333862	0.768894253180925	4.49688551898537	88.3211033116345	0.0897301108829957
SNP.10	2.746e-38	0.315451	744292	3.11092975243984e-06	12.9380244996484	0.999861755569612	79.2414248354186	0.000108017	0.315451	324	0.00714642014599676	3.87183966429534	0.758944921147191	4.97736077370572	84.2187856091244	0.00148362541117941
SNP.11	2.783e-40	0.35443	751439	2.90805394120259e-06	13.28621608123	0.999870769860756	83.7734049389161	0.000396966	0.35443	324	0.00674452205408436	3.54209266231246	0.76937485790976	4.09296939315213	87.8663743320682	0.0569445175501749
SNP.12	4.608e-40	0.352321	754157	2.90542649063116e-06	13.2484204140346	0.999870886606171	83.2715809416297	0.000225921	0.352321	324	0.00676280162313249	3.68811561333862	0.768894253180925	4.49688551898537	87.768466460615	0.0516334411064402
SNP.13	9.545e-39	0.318565	743367	3.09844813823155e-06	13.018969772801	0.999862310154961	80.2898647496178	0.000110224	0.318565	324	0.00710890153448385	3.86690796848246	0.759906610307562	4.96806946917308	85.2579342187909	0.00419392606767212
SNP.14	2.533e-39	0.352321	752554	2.91161528062428e-06	13.1198907002168	0.999870611619936	81.578284093523	0.000299847	0.352321	324	0.00676280162313249	3.61543215326307	0.768894253180925	4.29280286808003	85.871086961603	0.00774300648564563
SNP.15	6.566e-38	0.320675	744187	3.08421911380486e-06	12.8708681058609	0.999862942382308	78.3707158917184	0.000119275	0.320675	324	0.00708406101742315	3.84761149544203	0.7605446725772	4.91490089913871	83.2856167908571	0.000583517915783557
SNP.16	3.836e-38	0.320675	748132	3.06795561431018e-06	12.9123135196006	0.999863665006907	78.9023570365518	0.000189208	0.320675	324	0.00708406101742315	3.73300611407519	0.7605446725772	4.58452806152317	83.486885098075	0.000713614900984601
SNP.17	1.067e-38	0.318565	743437	3.09815639680668e-06	13.010458472803	0.999862323117676	80.1790618882696	0.000110224	0.318565	324	0.00710890153448385	3.86690796848246	0.759906610307562	4.96806946917308	85.1471313574426	0.0037540469429132
SNP.18	2.239e-38	0.324895	739314	3.08337766204991e-06	12.9536989476385	0.999862979769914	79.4399713419744	0.000163461	0.324895	324	0.00703575392852089	3.76967387326995	0.761788578495473	4.69537752980577	84.1353488717802	0.00136486013364862
SNP.19	8.11e-40	0.350211	752227	2.92091519903043e-06	13.2059225345026	0.999870198397353	82.7121248248226	0.000261776	0.350211	324	0.00678145455994156	3.65045516801346	0.768404450466784	4.38842944936168	87.1005542741842	0.0264764950354765
SNP.2	2.813e-40	0.35654	751429	2.9003622088665e-06	13.2854135480277	0.999871111627293	83.7614501015083	0.000611856	0.35654	324	0.00672659343903194	3.42630363024711	0.769846819367986	3.7843250473147	87.545775148823	0.0413254376560195
SNP.20	7.179e-40	0.350211	750335	2.92828040464734e-06	13.2151008873163	0.999869871139962	82.8345902673463	0.000261776	0.350211	324	0.00678145455994156	3.65045516801346	0.768404450466784	4.38842944936168	87.223019716708	0.0299258543912711
SNP.21	9.977e-40	0.350211	752358	2.92040661150817e-06	13.190313105742	0.999870220995376	82.5060513959764	0.000261776	0.350211	324	0.00678145455994156	3.65045516801346	0.768404450466784	4.38842944936168	86.8944808453381	0.0215458652577998
SNP.22	4.065e-40	0.353191	755004	2.89891224814691e-06	13.2578278723203	0.999871176053385	83.3951463331679	0.000271937	0.353191	324	0.0067552171080244	3.64066288968059	0.769093591646205	4.36407575042329	87.7592220835912	0.0511583215853839
SNP.23	4.808e-40	0.353191	753325	2.90537330235942e-06	13.2452310328145	0.999870888969484	83.2293282745152	0.000249078	0.353191	324	0.0067552171080244	3.66320606785706	0.769093591646205	4.42739231068475	87.6567205852	0.0461743140537643
SNP.24	1.872e-40	0.352321	748634	2.92686109086006e-06	13.3158617200112	0.999869934204163	84.1708204919013	0.000238186	0.352321	324	0.00676280162313249	3.67463894264421	0.768894253180925	4.45873859193726	88.6295590838385	0.122151511194186
SNP.3	2.511e-40	0.352321	751404	2.91607141550341e-06	13.2939117348025	0.999870413620784	83.8770123906619	0.000225921	0.352321	324	0.00676280162313249	3.68811561333862	0.768894253180925	4.49688551898537	88.3738979096472	0.0945946570487284
SNP.4	1.265e-40	0.371308	749880	2.85631429344964e-06	13.3451004174292	0.999873068811641	84.548617158605	0.000417331	0.371308	324	0.00661078074806179	3.52887449536	0.77290953460594	4.07130049813397	88.619917656739	0.120979455527766
SNP.5	3.079e-40	0.352321	752751	2.91085329132067e-06	13.2786487965198	0.999870645477365	83.6733760305416	0.000225921	0.352321	324	0.00676280162313249	3.68811561333862	0.768894253180925	4.49688551898537	88.170261549527	0.0771664390318242
SNP.6	3.76e-40	0.351695	754548	2.90628076052711e-06	13.2636766060607	0.999870848648425	83.4739352850949	0.000237554	0.351695	324	0.00676829733115498	3.67531728852265	0.768749877911402	4.45999252582031	87.9339278109152	0.0609242260636239
SNP.7	2.851e-40	0.352321	753034	2.90975935468375e-06	13.2844091372219	0.999870694084196	83.7496886374463	0.000225921	0.352321	324	0.00676280162313249	3.68811561333862	0.768894253180925	4.49688551898537	88.2465741564317	0.0832857313219569
SNP.8	1.228e-38	0.320675	747091	3.07223051762784e-06	12.9997150416187	0.999863475063042	80.0352580943715	0.000189208	0.320675	324	0.00708406101742315	3.73300611407519	0.7605446725772	4.58452806152317	84.6197861558946	0.0022155246578823
SNP.9	5.545e-39	0.350211	746185	2.9445663976374e-06	13.0603804205985	0.999869147506943	80.8048884409196	0.000261776	0.350211	324	0.00678145455994156	3.65045516801346	0.768404450466784	4.38842944936168	85.1933178902813	0.00393149977687585
