snp	SNP.PP.H4.abf
rs10003742	0.000213418582641483
rs10004114	0.000225315382194929
rs10015883	0.00122406735293685
rs10213542	0.00115129714816082
rs10518336	2.90482284418606e-05
rs10518337	3.11328478288838e-05
rs1155577	0.0161800529255273
rs12648182	0.0816519146999763
rs13104219	0.0201595842278244
rs13134517	0.000628982137943968
rs1480933	0.0242539700492347
rs1814815	0.000984465745913785
rs2389873	0.0216000102518183
rs2389875	0.00495418795162753
rs2715016	1.55706762687114e-06
rs28439855	0.00148190170584404
rs2892869	0.047566871625967
rs3775842	0.0235620037220763
rs41464847	0.0310295879642992
rs4643791	0.00122570011364524
rs4834792	0.025377493648338
rs55661135	0.0347568188139392
rs56173225	0.0495699000938634
rs56843000	0.0313555085773077
rs59516282	0.0618860284373112
rs59590064	0.10463080082832
rs6534135	0.000559803463898383
rs66887589	0.21416734879955
rs6843229	0.000183377867213246
rs6844263	0.0170041010438905
rs72920701	0.0492152766703841
rs76541370	0.0282726857917104
rs7661498	0.000371474833601149
rs7672519	0.0115265995089296
rs7678973	0.0383587322489432
rs7681980	0.0522249368136449
rs9307472	0.00155183183193218
rs9307477	0.000271855080279065
rs9637624	0.000369870117351342
rs9799664	0.000190485798065863
