snp	pvalues.df1	MAF.df1	N.df1	V.df1	z.df1	r.df1	lABF.df1	pvalues.df2	MAF.df2	N.df2	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4
SNP.1	2.979e-16	0.498701	718418	2.78391340319858e-06	8.17417385540891	0.999876285822505	28.9056576602101	0.000280671	0.498701	581	0.00344236402633238	3.63251615335014	0.867307234497278	4.71227533534066	33.6179329955508	0.000129223698465358
SNP.10	2.011e-17	0.49349	745119	2.68459011014895e-06	8.49315604562834	0.999880699118392	31.5456160811945	0.000944395	0.49349	581	0.00344292443766622	3.30658853870509	0.867288499184483	3.7314726059385	35.277088687133	0.00067905402556624
SNP.11	6.4e-19	0.489583	744257	2.68841070770457e-06	8.88486228188384	0.999880529354598	34.9494534002162	0.0028184	0.489583	581	0.00344383560771786	2.98688035520425	0.867258039258722	2.85892737278894	37.8083807730052	0.00853553039340182
SNP.12	6.243e-17	0.498701	742671	2.69300066826241e-06	8.36054344949984	0.999880325405133	30.4297937329911	0.000280671	0.498701	581	0.00344236402633238	3.63251615335014	0.867307234497278	4.71227533534066	35.1420690683317	0.000593288667306414
SNP.13	1.012e-19	0.47769	748030	2.67902334443049e-06	9.0876529272565	0.999880946471233	36.7698331471505	0.00234858	0.47769	581	0.00344920797303673	3.04219717073919	0.86707848745824	3.00339170289568	39.7732248500462	0.0608907682585743
SNP.14	4.02e-19	0.458005	740508	2.72003661560238e-06	8.93641502513757	0.999879124096501	35.4145571405459	0.00113445	0.458005	581	0.00346679668527795	3.25486820017501	0.866491168421884	3.5830822467711	38.997639387317	0.0280361882155171
SNP.15	6.924e-15	0.466234	740164	2.71448345264314e-06	7.78586107487413	0.999879370844142	25.7947653179646	0.0227704	0.466234	581	0.0034581117560106	2.27726509487803	0.866781074505164	1.23965500072989	27.0344203186945	1.78714149873071e-07
SNP.16	3.359e-17	0.498701	737731	2.71103356006338e-06	8.43335283962372	0.999879524135735	31.0444052894841	0.000280671	0.498701	581	0.00344236402633238	3.63251615335014	0.867307234497278	4.71227533534066	35.7566806248248	0.00109695411145496
SNP.17	2.554e-19	0.496032	752139	2.65925044190699e-06	8.98642623135644	0.999881825058438	35.8514843086039	0.000868282	0.496032	581	0.00344255760434679	3.33005702384873	0.867300762829569	3.79903536402222	39.6505196726261	0.0538593703744907
SNP.18	5.553e-19	0.487968	744352	2.68845764267287e-06	8.90063116523348	0.999880527269098	35.089673978149	0.00797131	0.487968	581	0.00344433532399111	2.65328260563032	0.867241334920379	2.04303868597361	37.1327126641226	0.00434301752499474
SNP.19	1.546e-19	0.479167	749855	2.67182075117528e-06	9.04145507279125	0.999881266510375	36.3497872296248	0.00182793	0.479167	581	0.00344832727947081	3.11685250624117	0.86710791634731	3.20276784865057	39.5525550782754	0.0488332680498614
SNP.2	2.498e-16	0.498701	729110	2.74308883337098e-06	8.19538131239254	0.999878099802209	29.0718898091069	0.000280671	0.498701	581	0.00344236402633238	3.63251615335014	0.867307234497278	4.71227533534066	33.7841651444476	0.00015259344280126
SNP.20	4.94e-17	0.498701	732851	2.72908612978507e-06	8.38811472907553	0.99987872199326	30.6672552296709	0.000280671	0.498701	581	0.00344236402633238	3.63251615335014	0.867307234497278	4.71227533534066	35.3795305650116	0.000752305558071131
SNP.21	9.691e-20	0.477865	748075	2.67877868231765e-06	9.09236247064876	0.999880957342516	36.8125926263534	0.00173797	0.477865	581	0.00344910045228017	3.13170061857802	0.867082080219968	3.24296314935648	40.0555557757099	0.080754404084343
