snp	SNP.PP.H4.abf
rs10003742	2.38253458543444e-06
rs10004114	2.51534652730588e-06
rs10015883	1.36833113404956e-05
rs10213542	1.23955698112471e-05
rs10518336	8.24246974823022e-06
rs10518337	3.39556074916259e-05
rs1155577	0.00269485220936924
rs12648182	0.0182329661771776
rs13104219	0.00222345824115931
rs13134517	4.71894107931091e-05
rs1480933	0.0040371248240693
rs1814815	1.09902505151357e-05
rs2389873	0.128381503925267
rs2389875	0.0155642068998987
rs2715016	1.4378018080086e-06
rs28439855	1.65434613176061e-05
rs2892869	0.00818248317766352
rs3775842	0.0018881997537969
rs41464847	0.0910961355963869
rs4643791	1.36833113404956e-05
rs4834792	0.100547492435006
rs55661135	0.00247593130701304
rs56173225	0.0077866309933364
rs56843000	0.00492544415941067
rs59516282	0.0115470601737765
rs59590064	0.280446898523982
rs6534135	3.78600773061932e-05
rs66887589	0.0307287921043837
rs6843229	2.21370902200607e-05
rs6844263	0.00161799280786316
rs72920701	0.0126951247901319
rs76541370	0.00586560467804855
rs7661498	2.40672131381524e-05
rs7672519	0.109671268490163
rs7678973	0.00602553753041939
rs7681980	0.153059286611145
rs9307472	1.72152819623587e-05
rs9307477	2.7685744729204e-05
rs9637624	4.13041463530289e-06
rs9799664	9.88969326348077e-06
