snp	SNP.PP.H4.abf
rs10003742	1.43502745880597e-05
rs10004114	1.51786709226236e-05
rs10015883	8.30780183052023e-05
rs10213542	0.000112624196152263
rs10518336	4.631194093795e-05
rs10518337	7.66614369675359e-11
rs1155577	0.00148247389587671
rs12648182	0.017091571958059
rs13104219	0.00244244063079913
rs13134517	4.97428763760505e-05
rs1480933	0.00220400805829828
rs1814815	6.61955186917066e-05
rs2389873	0.000736872798387937
rs2389875	8.03970689578372e-06
rs2715016	8.02535062889386e-12
rs28439855	9.9643133827291e-05
rs2892869	0.0158249211566709
rs3775842	0.000685627768111161
rs41464847	0.00108973470274338
rs4643791	8.24161278541185e-05
rs4834792	0.00146172316033491
rs55661135	0.000435961373437691
rs56173225	0.00504364961022013
rs56843000	0.00323796949958372
rs59516282	0.919381710440321
rs59590064	0.00221685941362306
rs6534135	2.34018312358565e-05
rs66887589	0.00355609354944557
rs6843229	1.20996169894773e-05
rs6844263	0.000859715970474285
rs72920701	0.00910219711368388
rs76541370	0.00653998265749856
rs7661498	1.82361251280421e-05
rs7672519	2.90818363030805e-05
rs7678973	0.00396116697512801
rs7681980	0.00183096697906386
rs9307472	0.000104289992707589
rs9307477	1.68186785491428e-05
rs9637624	2.48779533113595e-05
rs9799664	7.96570477809616e-06
