snp	SNP.PP.H4.abf
rs10003742	0.000587801905725537
rs10004114	0.000620568318860693
rs10015883	0.00337584878379115
rs10213542	0.00514589624253982
rs10518336	8.00816657514005e-07
rs10518337	1.69533114893861e-08
rs1155577	0.00664397016858591
rs12648182	0.479569990316049
rs13104219	0.0160030189264726
rs13134517	0.019053977528531
rs1480933	0.0100051834676039
rs1814815	0.00271143606338035
rs2389873	0.000351192525238671
rs2389875	3.12492354050026e-05
rs2715016	3.24512444294363e-10
rs28439855	0.00408148454559055
rs2892869	0.0772331014329195
rs3775842	0.000160031221347892
rs41464847	0.000370371309504147
rs4643791	0.00337584878379115
rs4834792	0.000204361089355096
rs55661135	0.00801169917424484
rs56173225	0.0226508698230022
rs56843000	0.0145066002908232
rs59516282	0.0489291919775107
rs59590064	0.00365051913194236
rs6534135	0.00762695533863102
rs66887589	0.00450670642628144
rs6843229	0.00308240612581476
rs6844263	0.00822540715285447
rs72920701	0.0405831496657195
rs76541370	0.168139856473379
rs7661498	0.00553269834729445
rs7672519	6.25473611944552e-07
rs7678973	0.0177466359707155
rs7681980	0.000586496540710695
rs9307472	0.00416784154741034
rs9307477	0.00923031289203309
rs9637624	0.00101902638010394
rs9799664	0.00227685130873874
