snp	SNP.PP.H4.abf
rs10003742	7.40577605311732e-05
rs10004114	7.81279720357552e-05
rs10015883	0.000421963122997496
rs10213542	0.00036287170996007
rs10518336	8.08464546694728e-07
rs10518337	1.00350395619649e-10
rs1155577	0.00544700310093198
rs12648182	0.131436419002851
rs13104219	0.000279889521573412
rs13134517	0.0215939516903403
rs1480933	0.00854826431153613
rs1814815	0.000341616590081574
rs2389873	2.88691384026614e-05
rs2389875	8.95586877917127e-06
rs2715016	9.41549569785112e-14
rs28439855	0.00051423039317291
rs2892869	0.0529402193361609
rs3775842	0.000409643368149386
rs41464847	4.56976679698835e-05
rs4643791	0.00042532662515081
rs4834792	0.000152516287587353
rs55661135	0.0326087632449872
rs56173225	0.00709210654814021
rs56843000	0.00463277981159121
rs59516282	0.563268099005399
rs59590064	0.000622502173756865
rs6534135	0.0315411687144042
rs66887589	0.0749398428532956
rs6843229	0.00982673093645442
rs6844263	0.00934157064142786
rs72920701	0.000685741471849203
rs76541370	0.019200146696205
rs7661498	0.00944541433974046
rs7672519	1.15150761107986e-09
rs7678973	0.00566750687277148
rs7681980	7.275070789677e-05
rs9307472	0.00054676617191882
rs9307477	0.00312225963838644
rs9637624	0.000125587720102197
rs9799664	0.00414982926695702
