snp	SNP.PP.H4.row1	SNP.PP.H4.row2
rs10203353	2.73075843755973e-09	0.000587616607469809
rs11125866	1.55855759061945e-11	0.57287394548136
rs111376384	1.32690670144452e-05	0.00199427776974365
rs111659801	2.11632525551833e-05	1.47679793545785e-06
rs112066538	2.04455491438497e-05	1.42671570384603e-06
rs112092329	1.30914881279031e-05	0.0075666672607928
rs112553292	1.31939810424457e-10	0.0234627477723212
rs114020506	0.0254268990686718	2.43028106563656e-06
rs114577122	2.6237317670485e-08	0.000406686112053381
rs17046742	8.33727243387345e-11	0.00570845686844192
rs55701159	0.000101043652657575	0.00187935826940553
rs55829517	2.4724319312655e-11	0.0614449215749724
rs56214615	6.91332211569579e-06	0.0151286905180928
rs6733301	1.42381543274426e-11	0.046614645092708
rs6735896	1.27397227952507e-10	0.0226549440743203
rs6737356	2.53379585032102e-10	0.00854448352634081
rs6749818	8.21559389663651e-11	0.0146097229317278
rs74493154	2.25856838838196e-10	0.00263581501248745
rs74656311	2.8176494596374e-07	4.28026769399717e-05
rs75150777	1.88573397563577e-10	0.00635908488359051
rs77269558	3.87285243840305e-05	0.00295344390548141
rs77816629	2.30152204895369e-05	0.00345907836158079
rs78203196	3.76093507215735e-05	0.00286809553021724
rs79411273	5.03354661921286e-12	0.195354332367321
rs79585987	3.4444860591092e-05	0.00262677097064575
rs80098057	9.7899033852338e-08	0.000216970086348062
rs80195592	0.974262966859223	1.1085509356845e-06
