snp	SNP.PP.H4.row1	SNP.PP.H4.row2
rs10212341	8.5616751534736e-09	0.00111991073159253
rs11712278	0.230098881106786	1.55083058658587e-06
rs11714608	1.12719654544974e-08	0.000426925345807525
rs11714897	1.17262215178533e-08	0.00036831989835927
rs11719656	0.194524151333883	1.99282956433534e-07
rs12054450	1.058632927871e-08	2.67282165162806e-06
rs13060115	4.55672709127409e-09	2.39255068054924e-05
rs13075010	8.92962023834531e-06	0.00221873737100183
rs13093662	3.49055766954195e-09	2.02339170751089e-05
rs13097288	0.0708548036169092	6.1813399803197e-07
rs2029465	0.157097029956654	1.19114503393405e-06
rs2172122	1.33573789682751e-06	0.00032593780795478
rs35249078	4.30936305424604e-09	2.19908334026646e-05
rs35998149	0.0311031754912772	6.93924751012395e-06
rs4681746	0.141548773867459	3.61378580445905e-06
rs57800049	1.98063291669584e-08	0.000308160897212951
rs6445805	2.50798851853238e-08	0.00053306665780267
rs66529035	0.0892608917365158	6.76796168239537e-07
rs9827472	8.65832560500938e-05	0.99461405180238
rs9881154	0.0854153448872777	1.27718689188881e-06
