snp	pvalues.df1	MAF.df1	N.df1	V.df1	z.df1	r.df1	lABF.df1	pvalues.df2	MAF.df2	N.df2	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4
SNP.1	2.988e-09	0.311111	747792	3.1197843326353e-06	5.9322561356688	0.99986136214167	13.1515693010127	4.33312e-13	0.311111	532	0.00438524392043237	7.24472672119123	0.836890305573919	21.0558734326012	34.207442733614	2.24582827156331e-08
SNP.10	3.035e-14	0.319444	750101	3.06613771579079e-06	7.59681838695878	0.999863745780374	24.4013989967438	2.02542e-09	0.319444	532	0.0043231446743466	5.9957551537018	0.83882782101678	14.1649031392001	38.5663021359439	1.75551736800324e-06
SNP.11	1.901e-14	0.316527	749173	3.0850042225152e-06	7.65715307557044	0.999862907498153	24.8645502760335	2.26619e-09	0.316527	532	0.00434436441427515	5.9774776548928	0.838164750439577	14.063325255755	38.9278755317885	2.52019683071961e-06
SNP.12	8.115e-12	0.386427	752613	2.80197712136709e-06	6.8365023990939	0.999875483189862	18.8704377927085	3.80311e-16	0.386427	532	0.00396391805872829	8.14467212858322	0.850214240766177	27.2504969999861	46.1209347926946	0.0033522809268206
SNP.13	4.372e-09	0.34072	754151	2.95150936042625e-06	5.86946637809434	0.999868839011665	12.7535159567473	3.11769e-14	0.34072	532	0.00418399198435116	7.59333754308521	0.843202172043641	23.382603165172	36.1361191219193	1.54521906358434e-07
SNP.14	2.724e-14	0.315942	748333	3.09153962867786e-06	7.61080212784835	0.999862617115376	24.5118062343042	1.10007e-08	0.315942	532	0.00434868632508908	5.7145309916724	0.838029828631675	12.7731227024014	37.2849289367056	4.8742951228579e-07
SNP.15	7.678e-15	0.34072	745267	2.98669300488928e-06	7.77278335143216	0.999867275706748	25.7404528858072	1.24195e-08	0.34072	532	0.00418399198435116	5.69386540849497	0.843202172043641	12.7419517442866	38.4824046300937	1.61424298074345e-06
SNP.16	2.116e-09	0.319945	755599	3.04130001626771e-06	5.9886422677277	0.999864849378548	13.4749342520264	1.21839e-11	0.319945	532	0.00431955498306741	6.77801405489991	0.838940094800433	18.3580830474634	31.8330172994899	2.09014627713e-09
SNP.17	1.698e-09	0.314085	752670	3.08352803824415e-06	6.02434103265843	0.999862973088359	13.6961892935779	9.99072e-13	0.314085	532	0.00436255460252862	7.13063462963207	0.837597180644987	20.3853745308691	34.081563824447	1.98019531651938e-08
SNP.18	3.357e-14	0.31856	749538	3.07296407691041e-06	7.5837529887581	0.99986344246931	24.303345478554	1.88394e-09	0.31856	532	0.00432951757195353	6.00751016389896	0.838628571671396	14.221104087225	38.5244495657791	1.68356074223553e-06
SNP.19	1.754e-13	0.364266	745866	2.89477703311385e-06	7.36632190154907	0.999871359793404	22.6486134229885	5.33062e-17	0.364266	532	0.00405848828304605	8.37916125546594	0.847186773592199	28.8013677028008	51.4499811257894	0.691378424116041
SNP.2	1.044e-14	0.315789	745520	3.10401388720533e-06	7.73377925190995	0.999862062856516	25.4571894265534	2.10496e-09	0.315789	532	0.00434982036313781	5.98949314745427	0.837994433321807	14.1210556598157	39.5782450863691	4.82932429557829e-06
SNP.20	2.121e-14	0.325	752389	3.02928708314752e-06	7.6430715782652	0.999865383142665	24.7478006953326	3.64466e-10	0.325	532	0.0042842148105306	6.2685327392668	0.840047026174305	15.5881773601664	40.335978055499	1.03030454842296e-05
SNP.3	3.174e-09	0.315278	755873	3.06417258799514e-06	5.922336144735	0.999863833095596	13.0838301489605	5.11378e-13	0.315278	532	0.00435361903497303	7.22224083852966	0.837875891912257	20.9424262286227	34.0262563775832	1.87364932096402e-08
SNP.4	3.543e-09	0.314404	755714	3.069419152567e-06	5.90422888022355	0.999863599978501	12.9776225607363	1.9929e-13	0.314404	532	0.00436015606290042	7.34927151569244	0.837671975818386	21.7130141068855	34.6906366676218	3.6410362591868e-08
SNP.5	2.917e-14	0.323446	750277	3.04539843619282e-06	7.60195064069051	0.999864667275817	24.4370292620513	3.80903e-09	0.323446	532	0.00429491053103654	5.89228001444387	0.839711704726099	13.6615695064022	38.0985987684536	1.09972510339337e-06
SNP.6	4.088e-09	0.354571	752498	2.90344074526651e-06	5.88059269171741	0.99987097483874	12.8107027074469	1.29276e-12	0.354571	532	0.0041068296126533	7.09508072878989	0.845647539656501	20.3507623908558	33.1614650983028	7.89067633248787e-09
SNP.7	4.378e-09	0.339335	754419	2.95629269746365e-06	5.86923898263007	0.999868626474717	12.7529873651924	4.26039e-14	0.339335	532	0.00419226199347336	7.55278774922994	0.842940924433515	23.1170484692732	35.8700358344656	1.18421771630583e-07
SNP.8	1.258e-12	0.379501	745603	2.847792533463e-06	7.09884918004024	0.99987344746053	20.7062146155557	1.51096e-17	0.379501	532	0.00399120800061582	8.52630542116769	0.849338391796892	29.9261925180157	50.6324071335714	0.305244571394197
SNP.9	6.069e-09	0.34072	746372	2.98227122088559e-06	5.81484526063305	0.999867472178357	12.4396131790554	8.28857e-14	0.34072	532	0.00418399198435116	7.46565588440714	0.843202172043641	22.5719666166869	35.0115797957424	5.01890336094206e-08
