snp	SNP.PP.H4.abf
rs10212341	2.36585405129746e-07
rs11712278	0.000191029447672641
rs11714608	1.26175394333684e-07
rs11714897	1.95367755438709e-07
rs11719656	8.86961432557726e-06
rs12054450	2.33587816797221e-09
rs13060115	2.09406459785121e-08
rs13075010	0.0220527245639235
rs13093662	1.5521600593089e-08
rs13097288	2.24304010484422e-05
rs2029465	3.86586885219569e-05
rs2172122	9.50631539341261e-05
rs35249078	2.72433973376147e-08
rs35998149	4.64957555008922e-07
rs4681746	0.000103607604113971
rs57800049	3.75372749422687e-09
rs6445805	1.09705005418169e-07
rs66529035	3.00506855561917e-05
rs9827472	0.977438892071939
rs9881154	1.74711825978314e-05
