snp	SNP.PP.H4.abf
rs10212341	1.24576781040796e-07
rs11712278	0.000676950598901405
rs11714608	1.13575606939598e-07
rs11714897	1.21279649348479e-07
rs11719656	0.000536122107481058
rs12054450	2.95568205139975e-09
rs13060115	4.32220841837276e-08
rs13075010	0.00881459868666938
rs13093662	3.39140511699554e-08
rs13097288	0.000183194207184235
rs2029465	0.000227907740472746
rs2172122	7.54045832770247e-05
rs35249078	4.32220841837276e-08
rs35998149	2.02476981347943e-05
rs4681746	2.83880708396388e-05
rs57800049	8.14823762168237e-08
rs6445805	3.0832625468542e-07
rs66529035	0.000224575720450755
rs9827472	0.989068371888439
rs9881154	0.00014336614358057
