snp	SNP.PP.H4.row1	SNP.PP.H4.row2
rs10212341	0.000651800138449816	2.04588174794305e-09
rs11712278	3.18628421781165e-07	0.0310563152258451
rs11714608	0.000848645872307174	1.7647014526934e-09
rs11714897	0.000835517159899441	1.78183985206188e-09
rs11719656	2.30472168147102e-08	0.0255894878898054
rs12054450	1.16978736844468e-08	9.20695879647595e-09
rs13060115	1.91542899339413e-06	1.05943744126365e-09
rs13075010	0.0153028175201093	2.94662381203956e-07
rs13093662	1.69603282528643e-06	7.94883010733857e-10
rs13097288	4.97484059311219e-08	0.0112564056801035
rs2029465	9.30096090575782e-08	0.0276807092556005
rs2172122	1.72523090431265e-05	2.00214927831247e-07
rs35249078	1.34601712232976e-06	1.05873049717927e-09
rs35998149	2.05715104148084e-07	0.00993372048307884
rs4681746	1.89745587354776e-09	0.865961636437173
rs57800049	2.65107473976404e-06	2.81059523834059e-08
rs6445805	0.00108843335342482	3.98304873902359e-09
rs66529035	8.85412788434453e-08	0.0116726251773298
rs9827472	0.981247045204304	1.19754620514694e-05
rs9881154	8.76034161561608e-08	0.0168365797102686
