snp	pvalues.df1	MAF.df1	N.df1	V.df1	z.df1	r.df1	lABF.df1	pvalues.df2	MAF.df2	N.df2	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4
SNP.1	2.988e-09	0.327844	747792	3.03425355922221e-06	5.9322561356688	0.999865162469868	13.1377388587418	4.77945e-08	0.327844	517	0.00438876312873868	5.45932617662626	0.83678077315323	11.5634779427751	24.7012168015169	7.28941413520344e-08
SNP.10	3.035e-14	0.312874	750101	3.1005904377792e-06	7.59681838695878	0.999862214967874	24.4069409886886	9.8629e-09	0.312874	517	0.00449856090516173	5.73306983482616	0.833377752208205	12.7997543606974	37.206695349386	0.0196676717555984
SNP.11	1.901e-14	0.309668	749173	3.12200470073855e-06	7.65715307557044	0.999861263486014	24.8704624089063	6.5206e-09	0.309668	517	0.00452402635912264	5.8028271545633	0.832592438336065	13.124198596394	37.9946610053004	0.0432476075923021
SNP.12	8.115e-12	0.398507	752613	2.77160768408013e-06	6.8365023990939	0.999876832608338	18.8650211321172	1.01342e-07	0.398507	517	0.00403471561690251	5.32430095911914	0.847945775068627	11.0771009897209	29.9421221218381	1.37654015720414e-05
SNP.13	4.372e-09	0.349254	754151	2.91715024104866e-06	5.86946637809434	0.99987036568541	12.7476882715155	1.50709e-07	0.349254	517	0.00425526454823422	5.25169117299302	0.840955990528038	10.6776053449072	23.4252936164227	2.03500849260384e-08
SNP.14	2.724e-14	0.305466	748333	3.14933397438112e-06	7.61080212784835	0.999860049190109	24.5209914601404	7.62275e-09	0.305466	517	0.00455851168481731	5.77659493589382	0.831531322272425	12.983202023508	37.5041934836483	0.0264822419802057
SNP.15	7.678e-15	0.341791	745267	2.98217876847688e-06	7.77278335143216	0.999867476286263	25.7397027486583	8.18042e-10	0.341791	517	0.00429887702949025	6.14138663097886	0.839587419101194	14.9182008389412	40.6579035875994	0.620288379646218
SNP.16	2.116e-09	0.334328	755599	2.97334695875698e-06	5.9886422677277	0.999867868707263	13.4636914940064	2.37504e-08	0.334328	517	0.00434556670926463	5.58219344201526	0.838127212722802	12.1479200109382	25.6116115049446	1.8116404987408e-07
SNP.17	1.698e-09	0.329787	752670	3.00551582198597e-06	6.02434103265843	0.99986643935985	13.6834413268107	6.07852e-08	0.329787	517	0.00437555433991138	5.41647583948315	0.837192033899242	11.3732661205839	25.0567074473946	1.0401123437267e-07
SNP.18	3.357e-14	0.31194	749538	3.10798539896054e-06	7.5837529887581	0.999861886393605	24.3089660235941	5.03574e-09	0.31194	517	0.0045059055318493	5.84598679304056	0.833151103689699	13.3413700822968	37.6503361058909	0.0306495204621656
SNP.19	1.754e-13	0.374627	745866	2.86135005588706e-06	7.36632190154907	0.999872845056841	22.6428471983306	1.55726e-08	0.374627	517	0.00412801493381868	5.65513260095936	0.844974740172016	12.5792841846671	35.2221313829977	0.00270313522491999
SNP.2	1.044e-14	0.313433	745520	3.11661431397176e-06	7.73377925190995	0.999861502992346	25.4591979937462	3.75866e-09	0.313433	517	0.00449419401035246	5.89447873296883	0.833512569086934	13.5837291700479	39.042927163794	0.123372480313801
SNP.20	2.121e-14	0.317365	752389	3.06746760917898e-06	7.6430715782652	0.99986368669011	24.7540128127673	1.66972e-09	0.317365	517	0.00446407908511133	6.0270571249712	0.834443480490448	14.2565326236331	39.0105454364004	0.119441456452124
SNP.3	3.174e-09	0.329341	755873	2.99483993031391e-06	5.922336144735	0.999866913717413	13.0724423177119	3.08033e-08	0.329341	517	0.00437856603993456	5.53680851779219	0.837098227880567	11.9238417302191	24.9962840479309	9.79126266953795e-08
SNP.4	3.543e-09	0.328358	755714	3.00004029907575e-06	5.90422888022355	0.999866682651482	12.9662465226571	4.91493e-08	0.328358	517	0.00438524652722579	5.45436086685983	0.836890224429038	11.5420981249478	24.5083446476049	6.01075895940915e-08
SNP.5	2.917e-14	0.318598	750277	3.06974232349379e-06	7.60195064069051	0.999863585619267	24.440978408088	1.7096e-08	0.318598	517	0.00445484924805406	5.63908110903113	0.834729209313769	12.3717904616401	36.8127688697281	0.0132639493594418
SNP.6	4.088e-09	0.367164	752498	2.85965331228087e-06	5.88059269171741	0.999872920448497	12.8031392715107	2.32701e-07	0.367164	517	0.00416225028662424	5.17111523866462	0.843889760171056	10.3543922882378	23.1575315597486	1.5569642557845e-08
SNP.7	4.378e-09	0.348802	754419	2.91786612614134e-06	5.86923898263007	0.999870333876544	12.7464759043356	1.67338e-07	0.348802	517	0.00425782136367006	5.23238363145388	0.840875633864159	10.5916440344873	23.3381199388228	1.86512171659438e-08
SNP.8	1.258e-12	0.38806	745603	2.82393460949355e-06	7.09884918004024	0.999874507545466	20.7020353662369	6.00897e-09	0.38806	517	0.00407259983876638	5.81650791152137	0.846736869426494	13.3855015752916	34.0875369415285	0.000869199898208826
SNP.9	6.069e-09	0.350746	746372	2.94176045008636e-06	5.81484526063305	0.999869272183104	12.4328060253435	9.73774e-08	0.350746	517	0.00424690063955871	5.33155112046319	0.84121896227193	11.0358938813577	23.4686999067012	2.12528578933864e-08
