snp	SNP.PP.H4.abf
rs1043092	0.00581076601186805
rs11695514	0.158635221011751
rs12471991	0.00178158659844019
rs13019188	0.0843040426557153
rs1657502	0.0593320423156109
rs2140938	0.0173109085516361
rs2252697	0.27223106460906
rs2315417	0.00878160694955721
rs2438972	0.00124421951515919
rs2438978	0.0113402904276808
rs2579515	0.00839747161182982
rs2579517	0.0111864754951369
rs2579518	0.00171075751278018
rs2579519	0.000851648050540653
rs2579520	0.000222663468184871
rs2579549	0.00798413090763879
rs2579550	0.00430979003010423
rs2579552	0.00120129739395445
rs2692893	0.00686677308566148
rs2692934	0.00202764195850002
rs2692936	0.00385424475900903
rs2692937	0.00637784962659419
rs2692954	0.0124228359762341
rs2918916	0.000347184568064997
rs2918929	0.000254719066568975
rs2969477	0.0105016019442263
rs2969490	0.0435721561123593
rs34639392	0.00514285977524588
rs4063021	0.00648799365741594
rs4332959	0.0287871274326016
rs4527246	0.00516537341656525
rs4907212	0.00126801361879519
rs56791141	0.00228218903267669
rs60452119	0.000862198353753219
rs61409777	0.00437001414954376
rs62153679	0.00870635271449858
rs6717101	0.00809118567418479
rs6719831	0.005600769188104
rs7423942	0.000141374000715074
rs749457	0.0894970453521025
rs893173	0.0907365134199338
