snp	SNP.PP.H4.abf
rs1043092	3.53572918500261e-09
rs11695514	0.990199745725881
rs12471991	3.18132157306809e-10
rs13019188	3.51579788442504e-09
rs1657502	1.77236629923509e-09
rs2140938	0.000637598298922332
rs2252697	1.13530664826596e-08
rs2315417	8.02352363865969e-10
rs2438972	1.2929103119847e-10
rs2438978	0.0010429261196992
rs2579515	0.000747238299656758
rs2579517	0.00103709193574705
rs2579518	1.30005441894545e-10
rs2579519	4.00230361913516e-12
rs2579520	2.30981478164728e-15
rs2579549	0.000939037685006161
rs2579550	0.000506887386936467
rs2579552	0.000141288204924552
rs2692893	0.000485920612602449
rs2692934	0.000412619267287879
rs2692936	0.000453309335457443
rs2692937	0.000750118105271086
rs2692954	0.00121080078123918
rs2918916	5.92807256980951e-11
rs2918929	3.88035590878579e-06
rs2969477	0.00102354630316762
rs2969490	5.41776546347304e-09
rs34639392	2.56083665578459e-09
rs4063021	3.9478079963614e-09
rs4332959	0.000407930057431051
rs4527246	2.7575888697157e-09
rs4907212	1.63584845220186e-09
rs56791141	3.76528995254916e-09
rs60452119	1.24447801805335e-09
rs61409777	1.00636943827954e-09
rs62153679	5.19109318809216e-09
rs6717101	4.92331669715498e-09
rs6719831	3.16702283815206e-09
rs7423942	5.97928774598989e-16
rs749457	3.37363680508923e-09
rs893173	9.13775793568403e-10
