snp	pvalues.df1	MAF.df1	N.df1	V.df1	z.df1	r.df1	lABF.df1	pvalues.df2	MAF.df2	N.df2	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4
SNP.1	3.421e-25	0.356618	690480	3.15607077905997e-06	10.3692779094989	0.999859749860458	49.3173806904574	3.11204e-09	0.356618	386	0.00564560557389981	5.92557632299772	0.799414314995762	13.2314426013127	62.5488232917701	0.0454588567524529
SNP.10	2.35e-24	0.369485	730507	2.93801079741311e-06	10.1834815082902	0.999869438790792	47.3730437984605	5.55165e-09	0.369485	386	0.00556020065695819	5.82973189088117	0.80184743776665	12.8163438546302	60.1893876530908	0.00429465845612957
SNP.11	5.433e-25	0.317343	748017	3.08551076082216e-06	10.3249802234003	0.999862884991512	48.8479544660713	1.323e-08	0.317343	386	0.00597931218336247	5.68306752763375	0.790047170210257	11.9777418642581	60.8256963303294	0.00811472821106883
SNP.12	7.03e-25	0.316176	741952	3.11688626092406e-06	10.3002204663731	0.999861490909163	48.5976360003535	8.01162e-09	0.316176	386	0.00599113988358842	5.76821364733671	0.789719193122229	12.3582267524319	60.9558627527854	0.00924282089469452
SNP.13	4.547e-25	0.315498	744423	3.11013248619573e-06	10.3420510248352	0.999861790993872	49.0282466786661	1.06638e-08	0.315498	386	0.00599806776106551	5.71981834525173	0.789527212463851	12.1360137621562	61.1642604408223	0.0113844093526005
SNP.14	1.179e-24	0.365809	734026	2.93618962810758e-06	10.2503629363666	0.999869519710523	48.0559711949548	2.49521e-09	0.365809	386	0.00558352209316397	5.96176947582422	0.801181558543787	13.4303943881893	61.4863655831441	0.0157108249346912
SNP.15	4.238e-24	0.352941	737691	2.96790178676964e-06	10.1259598393293	0.999868110651016	46.7939960664268	5.67825e-09	0.352941	386	0.00567200631342975	5.82596798946599	0.798665162490544	12.7527147937351	59.5467108601619	0.00225848726652068
SNP.16	6.327e-24	0.422794	722598	2.83539518014677e-06	10.0866852955645	0.999873998314863	46.3745927047781	3.17577e-08	0.422794	386	0.00530790385073497	5.53145960684892	0.809122475421869	11.5503169055268	57.9249096103049	0.000446147344902642
SNP.17	5.424e-25	0.319853	747790	3.07352773108842e-06	10.3251393298492	0.999863417424855	48.847680068454	8.07065e-09	0.319853	386	0.0059542831658824	5.76697608385467	0.790742113193638	12.367161860373	61.214841928827	0.0119750618323515
SNP.18	1.06e-24	0.319853	748484	3.07067793303612e-06	10.2606416780208	0.999863544047966	48.1834463831087	8.07065e-09	0.319853	386	0.0059542831658824	5.76697608385467	0.790742113193638	12.367161860373	60.5506082434816	0.00616317841780458
SNP.19	3.748e-24	0.319853	748077	3.07234857111047e-06	10.1379718797539	0.999863469817653	46.9327383096091	8.07065e-09	0.319853	386	0.0059542831658824	5.76697608385467	0.790742113193638	12.367161860373	59.2999001699821	0.00176453032100267
SNP.2	1.332e-26	0.309963	706391	3.30934932983343e-06	10.6750400994191	0.999852939437553	52.5575282767014	2.00569e-08	0.309963	386	0.00605620358147763	5.6115097374247	0.787919862519615	11.6300251034846	64.187553380186	0.234050699892402
SNP.20	9.183e-25	0.314338	748222	3.10050591318672e-06	10.2744887658888	0.999862218723488	48.3303657102426	1.37243e-08	0.314338	386	0.00601001744916163	5.67679347738095	0.78919629004512	11.9378996493305	60.2682653595731	0.00464712959446211
SNP.21	2.509e-24	0.319853	747474	3.07482708700317e-06	10.1771108987102	0.999863359691481	47.3306376739194	8.07065e-09	0.319853	386	0.0059542831658824	5.76697608385467	0.790742113193638	12.367161860373	59.6977995342924	0.00262684606624751
SNP.22	1.14e-24	0.319853	748664	3.0699396552133e-06	10.2536137239149	0.999863576851361	48.1112511092433	8.07065e-09	0.319853	386	0.0059542831658824	5.76697608385467	0.790742113193638	12.367161860373	60.4784129696163	0.00573390814242787
SNP.23	7.373e-25	0.319853	747891	3.07311266218019e-06	10.2956369325778	0.999863435867324	48.5434739065387	8.07065e-09	0.319853	386	0.0059542831658824	5.76697608385467	0.790742113193638	12.367161860373	60.9106357669117	0.00883410805503172
SNP.24	3.496e-25	0.316176	747171	3.09511476631873e-06	10.3672052146452	0.999862458264051	49.286288984649	8.01162e-09	0.316176	386	0.00599113988358842	5.76821364733671	0.789719193122229	12.3582267524319	61.6445157370809	0.0184027500924098
