snp	pvalues.df1	MAF.df1	N.df1	V.df1	z.df1	r.df1	lABF.df1	pvalues.df2	MAF.df2	N.df2	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4
SNP.1	2.084e-29	0.484456	747720	2.67738564890539e-06	11.2593031866376	0.999881019240377	58.8601380344615	0.00120785	0.484456	584	0.00342797054349236	3.23701987311878	0.867788705724492	3.5347972208526	62.3949352553141	0.000185369576465389
SNP.10	8.124e-28	0.476804	745309	2.68923858344803e-06	10.9317788910396	0.999880492568913	55.2286880639828	0.000126497	0.476804	584	0.0034320440400532	3.83318062556788	0.867652390426599	5.36316532213133	60.5918533861141	3.05470975247717e-05
SNP.11	8.471e-28	0.475515	747459	2.682164039552e-06	10.9279834016435	0.999880806918038	55.1859106243084	0.000117169	0.475515	584	0.00343288981308133	3.85197497366667	0.86762409288649	5.42572304799184	60.6116336723003	3.11573433778551e-05
SNP.12	8.249e-28	0.485825	748305	2.67485682706772e-06	10.9303934267426	0.999881131605727	55.2109026164455	0.000421672	0.485825	584	0.00342741222256663	3.5261349771648	0.867807392687517	4.38324945806908	59.5941520745146	1.12635107330647e-05
SNP.13	5.937e-28	0.48708	748098	2.6752327949778e-06	10.9601969845123	0.999881114900015	55.5371418399545	0.000523603	0.48708	584	0.00342694572509812	3.46838170144735	0.867823006942899	4.20800620288719	59.7451480428416	1.30993725283307e-05
SNP.14	8.303e-28	0.485788	748234	2.67512189246845e-06	10.9298013355146	0.999881119827844	55.2044806066812	0.000426241	0.485788	584	0.00342742663371445	3.52327987457677	0.867806910337271	4.37451519462203	59.5789958013033	1.10940850612168e-05
SNP.15	2.252e-29	0.468992	746839	2.68829247792034e-06	11.2524683984609	0.999880534608	58.7852173743726	0.000261873	0.468992	584	0.00343787956492731	3.6503600151355	0.867457185298372	4.76906434048479	63.5542817148574	0.000590930257291133
SNP.16	4.004e-29	0.483247	749053	2.67303892728583e-06	11.2016077765573	0.999881212382073	58.2114692000087	0.000955641	0.483247	584	0.00342850655410999	3.30327066585333	0.867770766243128	3.72277336307887	61.9342425630875	0.000116939750679228
SNP.17	2.086e-27	0.490956	746943	2.67845681082225e-06	10.845888095862	0.999880971644511	54.291569039628	0.000885725	0.490956	584	0.0034257783658322	3.32451490137368	0.867862082384109	3.78402461298717	58.0755936526152	2.4670175223875e-06
SNP.18	7.882e-28	0.478093	750123	2.67135752084297e-06	10.9345222971664	0.999881287093501	55.2553907867379	0.000186767	0.478093	584	0.00343124437946455	3.73627420718476	0.867679146852597	5.04502699474057	60.3004177814785	2.28244896983924e-05
SNP.19	3.69e-25	0.496063	722256	2.76927295507472e-06	10.362041719175	0.999876936348523	49.1779430830129	0.00297642	0.496063	584	0.00342486987575419	2.97016276677261	0.867892495037854	2.81614639232874	51.9940894753417	5.63648724145247e-09
SNP.2	1.755e-28	0.483204	751535	2.66422640925504e-06	11.0699492342783	0.999881603956649	56.7438960487791	0.000541779	0.483204	584	0.00342852636041008	3.45920171255907	0.867770103369814	4.18029510045778	60.9241911492369	4.25894869179269e-05
SNP.20	5.089e-29	0.494805	741612	2.69711915059334e-06	11.1803480652428	0.999880142405316	57.9779972039376	0.000694472	0.494805	584	0.00342502727313327	3.39175226793861	0.867887225843627	3.98003045427527	61.9580276582129	0.000119754515802494
SNP.21	3.706e-28	0.472798	743858	2.69666678750419e-06	11.0027628722726	0.999880162505524	56.0084546279761	0.000219088	0.472798	584	0.00343482390962208	3.6959245906812	0.86755938958399	4.91455880707842	60.9230134350545	4.25393581996089e-05
SNP.22	7.803e-30	0.478093	748048	2.67876756251911e-06	11.3455545357346	0.999880957836612	59.8351258056243	0.000319923	0.478093	584	0.00343124437946455	3.5986096181608	0.867679146852597	4.60695585104582	64.4420816566701	0.00143582940569371
SNP.3	3.094e-30	0.460052	750824	2.68085298289853e-06	11.4261866649737	0.999880865173336	60.7534665099317	2.1273e-05	0.460052	584	0.00344665883567091	4.25109279510716	0.867163673847189	6.82628111463194	67.5797476245636	0.0330958743691449
SNP.4	3.978e-31	0.445876	750329	2.69710103243939e-06	11.6030174970818	0.999880143210375	62.7923328842658	4.27707e-06	0.445876	584	0.0034652621927555	4.59744328557728	0.866542376232105	8.15084422809258	70.9431771123584	0.956076681868207
SNP.5	3.992e-29	0.493506	749694	2.66820520533575e-06	11.2018736399633	0.99988142716317	58.2135555813845	0.00154264	0.493506	584	0.0034252353308373	3.16654024211951	0.867880260791188	3.33908442622204	61.5526400076065	7.98425280315781e-05
SNP.6	1.068e-27	0.475515	745663	2.68862428582282e-06	10.9069320614886	0.999880519864505	54.9572965334973	0.000117169	0.475515	584	0.00343288981308133	3.85197497366667	0.86762409288649	5.42572304799184	60.3830195814891	2.4789889016896e-05
SNP.7	9.04e-28	0.475515	745346	2.68976777340926e-06	10.9220814438331	0.999880469054981	55.1228343653076	0.000117169	0.475515	584	0.00343288981308133	3.85197497366667	0.86762409288649	5.42572304799184	60.5485574132995	2.92527533513272e-05
SNP.8	4.354e-30	0.465206	749296	2.68216046411151e-06	11.3964736581978	0.999880807076908	60.4146819681403	9.58286e-05	0.465206	584	0.00344132210122757	3.90091802214777	0.867342069621628	5.58925142997385	66.0039333981142	0.00684551988386472
SNP.9	3.388e-29	0.467784	748418	2.68344371535762e-06	11.2163954475125	0.999880750057118	58.3791176937091	6.7529e-05	0.467784	584	0.0034389342098639	3.984828074985	0.867421915563664	5.87654157291323	64.2556592666224	0.00119162780440481
