snp	SNP.PP.H4.abf
rs2451668	0.0058349106453465
rs2451669	0.000294718204435102
rs2484639	0.130048012376796
rs2484640	0.816798201513812
rs2490391	0.000992776102663519
rs2636319	9.99097465796709e-05
rs2636320	0.000120465770008539
rs2636321	0.0169467627652473
rs2636323	0.00921978342112018
rs2783964	0.00013938148761979
rs2783965	0.000106335649616646
rs2783966	8.35525149619408e-05
rs2783967	0.000118064614228451
rs2783968	8.35525149619408e-05
rs2783971	0.00144932053695902
rs2783972	0.000949940141112225
rs2802722	2.61204827070472e-05
rs2802723	4.17595373979598e-05
rs2802729	1.01061937477908e-09
rs2932634	0.00173017548795885
rs2970546	0.000294347192424401
rs953492	0.0146219082834223
