snp	SNP.PP.H4.abf
rs2451668	0.00102448125802873
rs2451669	0.000232115644768531
rs2484639	0.0441271655765402
rs2484640	0.897019294434364
rs2490391	0.00206211354254122
rs2636319	6.41130464211827e-05
rs2636320	7.73040445915062e-05
rs2636321	0.0190624441720899
rs2636323	0.0018721370900008
rs2783964	8.75878641522741e-05
rs2783965	6.82366102756769e-05
rs2783966	5.05813773551679e-05
rs2783967	6.89431612440148e-05
rs2783968	5.05813773551679e-05
rs2783971	0.00233278537631674
rs2783972	0.000670956626110867
rs2802722	2.55773088781387e-05
rs2802723	5.13327503688312e-05
rs2802729	1.47886291306045e-07
rs2932634	0.00186362081265311
rs2970546	0.000360506955052376
rs953492	0.028827973084598
