snp	SNP.PP.H4.abf
rs1027813	0.0021148056224047
rs1044309	0.00169290919570806
rs10455356	0.0149193344222719
rs10943585	0.000123969991693506
rs10943605	0.0249117347177134
rs10943609	0.0196708928781531
rs10943612	0.00755916574360327
rs10943613	3.3660448362213e-09
rs11754419	0.00246402165286802
rs12193319	0.0114327222172784
rs12195716	0.000497290297164446
rs12660770	0.00917565037206395
rs13191068	0.00398593761561863
rs13202531	0.00713347814680454
rs1354831	0.0080309025951026
rs1354832	0.00678846336237737
rs1507154	0.000188203350846162
rs1538233	0.00378882588774199
rs1538235	0.00562420752864119
rs1542977	0.00170795574694488
rs1547731	0.00394166679912977
rs1567167	0.0037420798766061
rs1567168	0.000471458539331473
rs1572584	0.00693875562998238
rs1572585	0.010491566976938
rs1890229	0.0206550509031981
rs1960542	0.00542577048142003
rs1984195	0.0734377582940712
rs2050659	0.00444836842163912
rs2050660	0.0140511558450048
rs2050661	0.0111352618467644
rs2050662	0.00295284991558108
rs2050663	0.00090485247390078
rs2095724	0.0329809180956842
rs2152951	0.0440087870216916
rs2174739	0.0120812252692917
rs2174742	0.00212739659767076
rs2174743	0.0374477239132081
rs2202659	0.000160742133928851
rs3805747	0.00976348308436118
rs4147183	0.00717681186795617
rs4415132	0.00648332776518513
rs4421161	0.00799993417631525
rs4565265	0.0292051251966767
rs4628052	0.000305345928010199
rs4706077	0.00374556545341265
rs4706079	0.00802507198021757
rs4706080	0.00833832965421075
rs4706742	0.00660995887893525
rs4706747	0.00253158448016989
rs55755815	0.0105570390534698
rs56057971	0.00213350904246014
rs6454092	0.0391312408047901
rs6912683	0.0247893861160386
rs6913028	0.000352980342553215
rs6915558	0.000535228566152241
rs6926537	0.00571596062872467
rs6937465	0.00438278532660841
rs6940637	0.019781338620128
rs7742034	0.00562418270106083
rs7742431	0.000226952810231468
rs7749916	0.00849870293020125
rs7753531	7.59605733108284e-10
rs7756858	0.00203086629381579
rs7762022	0.000261195030670678
rs7767100	0.00501928633205316
rs7767711	3.56588082584278e-10
rs9341754	0.0123139056998886
rs9343827	0.000193229418347908
rs9343843	0.0108599942109687
rs9343844	0.00897891179446479
rs9343848	0.00641315516824958
rs9343856	0.00988565767858184
rs9343860	0.0265270247568819
rs9343863	0.00369273917959229
rs9350794	0.00117971539916911
rs9350799	6.58576016276209e-10
rs9350800	0.00501485782255672
rs9352665	0.00143227868358376
rs9352666	0.00366933995524223
rs9352667	0.00416868295978204
rs9352669	0.00798132283999312
rs9352670	0.00949801023503766
rs9352675	0.0100359912549198
rs9352676	0.00794135310867623
rs9352683	0.00653353091739573
rs9352686	0.0413382666345509
rs9359354	0.0119419086841064
rs9359359	2.14680341025597e-09
rs9361443	0.000193497729840062
rs9361451	0.00487707156118676
rs9361454	0.00759047016832979
rs9361460	0.00934229018307561
rs9361466	0.0052412545796608
rs9361467	0.00512772065694682
rs9361480	0.00418237037786716
rs9361482	9.25729170695767e-10
rs9361484	0.039404934187215
rs9361488	0.00433349904765061
rs9361489	0.00434052154980643
rs9443621	0.00420768500883658
rs9443622	0.00759444777208513
rs9443626	0.00131914790988461
rs9443632	0.0106775107868656
rs9443637	8.71308141245828e-10
rs9443638	0.00207390275166903
rs9443643	0.00409502182463582
rs9443645	5.64103115530547e-05
rs9448580	0.0011252969195185
rs9448584	0.00439812276142411
rs9448587	0.00626289962105229
rs9448588	0.00934229018307561
rs9448590	0.00818039366983984
rs9448591	0.0112418709247648
rs9448596	0.00132938826619621
rs9448607	1.4591548058523e-09
rs9448610	2.12849781474618e-09
rs946022	0.0114941421644666
rs971994	0.00392889656380739
