snp	SNP.PP.H4.row1	SNP.PP.H4.row2
rs1107265	6.06670450318586e-05	5.2761811718016e-24
rs11130250	8.74419118401199e-18	0.25272565801791
rs12490042	6.85089996367826e-22	1.52034089724649e-06
rs12492113	1.58649495832355e-29	8.99778795240495e-14
rs12494849	3.90045878484838e-22	1.43098463919122e-39
rs13087550	2.76649109937178e-17	0.142255241075448
rs13099869	5.38624277561905e-21	8.97692821187264e-05
rs1467913	2.19344484528583e-22	8.04722227218511e-40
rs1467914	1.95818598938069e-25	8.54926748849463e-36
rs2027854	1.17149491431828e-19	6.86524362381947e-07
rs2073496	8.41359667726536e-05	7.31726101912632e-24
rs2236954	1.41110205289746e-05	2.45269103925599e-23
rs2236955	8.14911636136449e-09	2.103490231035e-20
rs2236956	1.14750236382917e-20	5.11278516461255e-05
rs2236957	4.84515632429981e-05	4.21380711048008e-24
rs2236958	1.19935385395736e-20	5.3438134725681e-05
rs2236959	4.49659275329634e-05	3.91066319609647e-24
rs2236961	2.45297551320518e-16	0.0207327974131012
rs2236962	3.34438174141895e-17	0.055704686551283
rs2236963	2.57382485111036e-17	0.142557264448875
rs2236964	9.48128175291449e-05	1.71631864510039e-16
rs2236965	0.52828592847556	6.32013293356422e-21
rs2236967	2.07210379162659e-18	0.00253885198982471
rs2236968	2.02695583561543e-18	0.00248353430814358
rs2236971	8.03560561372115e-19	0.0177981541413118
rs2236973	0.00148929185157376	4.10096192162622e-21
rs2236975	1.86524631382214e-16	0.0102797224534574
rs2236979	1.24649944022091e-05	4.06867285328944e-16
rs2236981	1.15647937652717e-05	3.77484023886227e-16
rs2236983	1.79940429713177e-25	3.32374571807762e-12
rs2236984	0.0330320901377593	2.48070273184773e-20
rs2236987	0.024595437210057	2.92227203859331e-20
rs2236988	3.74214372759483e-19	0.0077788485037539
rs2282752	7.28319508988962e-06	6.33415667165819e-25
rs2282753	4.07143748783111e-05	3.54090788568668e-24
rs2282754	8.44215099093414e-06	1.81435999337585e-23
rs2282756	8.93963216953131e-21	9.9775038067306e-06
rs2282758	1.84979796399201e-19	0.0493829474979943
rs2282760	1.21639701023774e-16	0.0067037921832621
rs2282762	0.000519620998075302	6.03009678601707e-22
rs2298955	1.4483657285589e-08	3.73859327304955e-20
rs4688719	1.10154903097779e-18	0.000676816057618113
rs4688720	1.14437228004548e-19	0.0305506208373629
rs6446206	0.0242535823718232	8.98556059652672e-21
rs6786523	6.95827185755111e-24	4.03052900816382e-41
rs6787890	6.83917187001102e-15	1.27269207417743e-12
rs6788459	1.30476048633582e-19	7.64621211748168e-07
rs71326932	1.27553278919836e-19	0.0340521343341822
rs734767	8.62889632647201e-05	7.50450599781995e-24
rs743756	1.10019405699346e-05	3.5911205000191e-16
rs743757	0.000118134403248511	5.45282935074274e-17
rs743857	0.0347187126739634	2.60736771476913e-20
rs762895	1.22617954755637e-20	5.46333741655879e-05
rs762897	4.71914093492499e-10	1.28702426092716e-18
rs762898	1.66983102785333e-20	5.24251478283525e-05
rs763030	2.62900622575048e-25	1.95242321799528e-40
rs8180034	1.96456401515438e-22	2.68120741678198e-06
rs916217	6.27638888946648e-17	0.0501788062726962
rs929047	5.99551532104083e-18	0.173283099920889
rs9835537	0.352462274019621	4.2166718926215e-21
rs9867588	7.23319585040585e-26	4.48590453037516e-39
