snp	SNP.PP.H4.abf
rs1107265	0.0313263068072367
rs11130250	1.34139660273874e-05
rs12490042	6.90263236539365e-05
rs12492113	0.000236148663173676
rs12494849	0.0143400835290477
rs13087550	6.95149328605645e-05
rs13099869	8.32008212475346e-06
rs1467913	0.00806422629562014
rs1467914	0.0155599668280289
rs2027854	1.10248068286669e-05
rs2073496	0.0232374364281749
rs2236954	0.034338926165619
rs2236955	0.030448906065135
rs2236956	5.29059077203786e-05
rs2236957	0.0250186659766152
rs2236958	5.52965347363737e-05
rs2236959	0.0232188075260603
rs2236961	0.000150530908211978
rs2236962	5.16551781881076e-05
rs2236963	6.81509860609508e-05
rs2236964	0.100177820387958
rs2236965	0.066832818641937
rs2236967	8.31633621821387e-05
rs2236968	8.1351360373777e-05
rs2236971	1.29376832677201e-05
rs2236973	0.10295089966561
rs2236975	3.58014333501038e-05
rs2236979	0.0221906964896978
rs2236981	0.020588122234986
rs2236983	5.06237275655005e-05
rs2236984	0.0130193679810162
rs2236987	0.00758988840799062
rs2236988	1.40422503421e-05
rs2282752	0.00376078320285801
rs2282753	0.0210234567751407
rs2282754	0.0864172842579005
rs2282756	0.000394182537507454
rs2282758	3.60002675851729e-05
rs2282760	2.33474561330483e-05
rs2282762	0.00541347989913494
rs2298955	0.0541177105114553
rs4688719	8.87105174776535e-06
rs4688720	2.22714637493618e-05
rs6446206	0.0681407052918
rs6786523	0.0139674185413554
rs6787890	3.53845408949734e-06
rs6788459	1.22789541326359e-05
rs71326932	2.48240740981814e-05
rs734767	0.044556555142738
rs743756	0.0195861077917407
rs743757	0.067521402717245
rs743857	0.0136841384921265
rs762895	5.65333406156638e-05
rs762897	2.39079482108167e-05
rs762898	3.21368670791675e-05
rs763030	0.010318244785205
rs8180034	1.31608951924531e-05
rs916217	6.87836643519406e-05
rs929047	9.19737882448961e-06
rs9835537	0.0445895791804495
rs9867588	0.00620725152013118
