snp	SNP.PP.H4.abf
rs1018148	0.0605004412161263
rs1036476	0.0173870996526932
rs1036477	7.03963415969395e-06
rs10744953	0.000404228719602239
rs111297611	0.00629664174677248
rs113741266	0.000472002130626275
rs11634611	9.83127674694722e-06
rs11635605	0.0255061262362967
rs11636344	0.00216492618029187
rs11638586	0.0081534471774214
rs1561207	0.11086008753153
rs1678981	0.074530066917544
rs1678982	0.00276055317266266
rs1678983	1.82821731321374e-06
rs16961065	1.06582880348132e-05
rs1818275	0.0580303034850738
rs1848050	0.000308575156177678
rs2028109	0.0130969249366595
rs2118181	5.46254286645635e-06
rs2437947	0.0998357722273225
rs2455925	0.0101423349930469
rs2456475	0.0605004412161263
rs2466790	0.0194382457968544
rs35349206	0.000112587849493134
rs363820	5.30798618517562e-05
rs4775769	0.000255787159877323
rs55999498	2.03986037796466e-05
rs56286136	7.98217960212348e-06
rs57829342	5.7765822506765e-06
rs591519	0.00938024270825685
rs59343375	2.03420558426991e-05
rs595244	0.101993153123395
rs625034	0.00922425266375804
rs627634	0.128305741239636
rs636178	0.043354144131047
rs6493325	0.000440344754940235
rs6493327	4.46541869404424e-06
rs655015	0.0358852067967665
rs682737	0.0210783592691466
rs685091	0.000462557325282561
rs686861	0.0480105108310987
rs689304	0.00301306795015491
rs7170686	9.92413242149161e-06
rs7174973	6.30131150423916e-05
rs75225368	0.0255061262362967
rs77360718	0.00234909851685352
rs8026752	1.64902500366405e-05
rs8034829	4.30879252347906e-06
