snp	pvalues.df1	MAF.df1	N.df1	V.df1	z.df1	r.df1	lABF.df1	pvalues.df2	MAF.df2	N.df2	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4
SNP.1	2.54e-47	0.105911	741703	7.11898615489064e-06	14.4490953599106	0.999683700692245	100.325749643229	0.000178705	0.105911	318	0.0166043188303171	3.7473607292194	0.575384015705089	3.61169109364866	103.937440736878	0.053820165826059
SNP.10	7.818e-47	0.106436	736050	7.14247088759845e-06	14.3714474821451	0.999682657587615	99.2087150517768	0.000215465	0.106436	318	0.0165321248327574	3.70015832461387	0.576448248626144	3.51658616650945	102.725301218286	0.0160147265424405
SNP.11	1.344e-47	0.105911	741197	7.12384614082471e-06	14.4928737777121	0.999683484829536	100.959384515813	0.000178705	0.105911	318	0.0166043188303171	3.7473607292194	0.575384015705089	3.61169109364866	104.571075609462	0.101421297031571
SNP.12	2.572e-47	0.105911	743745	7.09944051797438e-06	14.4482329551727	0.999684568838524	100.312009365357	0.000178705	0.105911	318	0.0166043188303171	3.7473607292194	0.575384015705089	3.61169109364866	103.923700459006	0.0530857190984993
SNP.13	1.884e-46	0.108374	739066	7.00130429506454e-06	14.3104097525364	0.999688927716296	98.3243191095384	0.000150651	0.108374	318	0.0162717797488559	3.7899938741443	0.580318988340068	3.73373634079885	102.058055450337	0.00821747463525028
SNP.14	3.753e-45	0.148515	738311	5.35529432007541e-06	14.1008354823866	0.999762043555854	95.2214123326392	0.00737734	0.148515	318	0.0124335619646201	2.67931298758308	0.644079754099724	1.79530918880882	97.0167215214481	5.31269477429769e-05
SNP.15	1.816e-45	0.130542	731143	6.02516310430482e-06	14.1519691607902	0.999732286662765	95.9995100936092	0.00182279	0.130542	318	0.0138530057470778	3.11768258672123	0.618930939481081	2.5255999264719	98.5251100200811	0.000240104150254526
SNP.16	2.621e-47	0.105911	742743	7.10901804263501e-06	14.4469328778841	0.999684143439438	100.293861781699	0.000178705	0.105911	318	0.0166043188303171	3.7473607292194	0.575384015705089	3.61169109364866	103.905552875348	0.0521310304173462
SNP.17	3.247e-47	0.141791	737104	5.57441767824166e-06	14.4321704536115	0.999752309468988	99.9663113499363	0.00816418	0.141791	318	0.0129211495858574	2.64520350566181	0.635213714491739	1.71810563665646	101.684416986593	0.00565547711304616
SNP.18	1.26e-46	0.105911	742898	7.10753480025637e-06	14.3383587984426	0.999684209319689	98.7315895611125	0.000178705	0.105911	318	0.0166043188303171	3.7473607292194	0.575384015705089	3.61169109364866	102.343280654761	0.0109297468872172
SNP.19	2.032e-45	0.152709	740314	5.21983548496518e-06	14.144064801673	0.999768061119904	95.8195660061697	0.00548895	0.152709	318	0.0121519411547689	2.77684409882296	0.64931427360754	1.97945434079483	97.7990203469645	0.000116161691814144
SNP.2	9.512e-47	0.105911	744382	7.09336521845081e-06	14.3578593780747	0.999684838681595	99.0103650385544	0.000178705	0.105911	318	0.0166043188303171	3.7473607292194	0.575384015705089	3.61169109364866	102.622056132203	0.0144437763844513
SNP.20	1.985e-47	0.105911	742887	7.10764004221484e-06	14.4660679207715	0.999684204645222	100.570309668998	0.000178705	0.105911	318	0.0166043188303171	3.7473607292194	0.575384015705089	3.61169109364866	104.182000762647	0.0687315441778729
SNP.21	5.54e-47	0.105911	743404	7.10269703692858e-06	14.3952800820882	0.999684424195662	99.5487910478936	0.000178705	0.105911	318	0.0166043188303171	3.7473607292194	0.575384015705089	3.61169109364866	103.160482141542	0.02474663774456
SNP.22	2.459e-47	0.103448	743759	7.24836722426393e-06	14.4513275961289	0.999677954092566	100.366398245233	0.000118589	0.103448	318	0.0169529508124255	3.84902480416033	0.570299547604782	3.80215813374986	104.168556378983	0.0678136748473341
