snp	pvalues.df1	MAF.df1	N.df1	V.df1	z.df1	r.df1	lABF.df1	pvalues.df2	MAF.df2	N.df2	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4
SNP.1	1.388e-37	0.101828	664869	8.22256270842278e-06	12.8129260975831	0.999634686271405	78.0981735956764	7.48558e-17	0.101828	581	0.0094095129868956	8.3391036147302	0.705118878161511	23.9066207486837	102.00479434436	0.0119165204572249
SNP.10	1.004e-38	0.10026	667721	8.30099668590458e-06	13.0151081877302	0.999631202875458	80.7126528043632	6.51536e-17	0.10026	581	0.00954001688142667	8.35550459177977	0.702246821007234	23.9077450413749	104.620397845738	0.162963982877812
SNP.11	5.767e-38	0.101299	666515	8.24023682556393e-06	12.8808855917509	0.999633901329519	78.9719319435187	4.34158e-17	0.101299	581	0.00945308338690318	8.40328535352473	0.704157396253728	24.253145495181	103.2250774387	0.0403749202138139
SNP.12	5.495e-39	0.101562	657448	8.33468592085883e-06	13.0610699565771	0.999629706682562	81.3135821918307	5.13619e-17	0.101562	581	0.00943136418123373	8.38353384403197	0.704636352906695	24.1524297886587	105.466011980489	0.379609596586344
SNP.13	3.013e-37	0.10026	660622	8.39019864326179e-06	12.7526565139589	0.999627241283396	77.3375235502122	4.67611e-17	0.10026	581	0.00954001688142667	8.39456783092182	0.702246821007234	24.1374893320866	101.475012882299	0.00701565618191949
SNP.2	8.242e-38	0.101299	661205	8.30641245572968e-06	12.8532979960882	0.999630962352142	78.6208448908665	4.34158e-17	0.101299	581	0.00945308338690318	8.40328535352473	0.704157396253728	24.253145495181	102.873990386047	0.0284208136788427
SNP.3	8.195e-38	0.101671	660910	8.28314313668517e-06	12.8537402731104	0.999631995781997	78.6252108473186	9.22977e-15	0.101671	581	0.00942239609374629	7.7494413460833	0.704834309239331	20.5538946230027	99.1791054703212	0.00070626612638266
SNP.4	4.679e-38	0.101299	665498	8.25282938159205e-06	12.8970103505212	0.999633342070389	79.1804037485279	4.34158e-17	0.101299	581	0.00945308338690318	8.40328535352473	0.704157396253728	24.253145495181	103.433549243709	0.049733592510328
SNP.5	1.77e-38	0.1	666903	8.33038021354763e-06	12.9717256696591	0.999629897905672	80.1508298567091	1.37991e-16	0.1	581	0.00956205775482884	8.26646374553678	0.701764065552258	23.372386010697	103.523215867406	0.0543990795737677
SNP.6	7.297e-38	0.101299	662128	8.294833397456e-06	12.8627128399032	0.999631476597456	78.7412016459915	4.34158e-17	0.101299	581	0.00945308338690318	8.40328535352473	0.704157396253728	24.253145495181	102.994347141172	0.0320558119777312
SNP.7	6.913e-38	0.104683	662060	8.05785900087384e-06	12.8668900298279	0.999642001142375	78.7813045553572	5.94035e-16	0.104683	581	0.00918207595545358	8.09053444007897	0.710180735367089	22.6238116585676	101.405116213925	0.00654203043032358
SNP.8	6.848e-38	0.0946667	661938	8.81347055193645e-06	12.8676198671552	0.999608443574182	78.8327139568641	1.60387e-15	0.0946667	581	0.0100412582963988	7.96867317442215	0.69142993165971	21.364911480697	100.197625437561	0.00195571685558088
SNP.9	1.027e-38	0.101299	666465	8.24085503033279e-06	13.0133778926069	0.999633873873866	80.6867343850241	4.34158e-17	0.101299	581	0.00945308338690318	8.40328535352473	0.704157396253728	24.253145495181	104.939879880205	0.224306012529929
