snp	SNP.PP.H4.abf
rs10745332	0.000744585491783306
rs11102494	0.00961789098119058
rs11102508	0.0127566637636165
rs11102510	0.00300021593215268
rs11102517	0.00119778884217023
rs112363416	0.00531434016131887
rs12048528	0.00124131954859248
rs12118370	0.0025019040794012
rs12119489	0.00664270526278389
rs12125361	0.00666204004093433
rs12126494	0.00835888898437784
rs12136781	0.00510299412826189
rs12137107	0.00864659049967418
rs12138335	0.00572355271024967
rs12143068	0.0210719717470383
rs1238	0.000519207649293857
rs12401734	0.107147701423043
rs12402469	0.0252692769735203
rs12402929	0.0899915127150137
rs12406906	0.0365836442082314
rs12739994	0.00207395022577181
rs12750023	0.00524896646528505
rs12750621	0.00289554381271799
rs12758377	0.0045185519049123
rs17438324	0.00675424617663842
rs2273369	0.021868057780077
rs2932529	0.00405561406785637
rs2932534	0.00116624921832644
rs2932535	0.0011156230281295
rs2932538	0.00051000746369085
rs2932539	0.000374714389614586
rs3013433	0.00532116968530879
rs3013441	0.00125593290684015
rs34531155	0.00506582089842936
rs35482634	0.00524896646528505
rs36029940	0.00728455521158173
rs3762335	0.00851911113797271
rs3790611	0.0867640634473576
rs3790612	0.0602455778235361
rs3795820	0.00380976050947265
rs4240534	0.00250889222853877
rs4838960	0.00256064517251944
rs4838961	0.00170222823026169
rs4839257	0.00343412717975937
rs61818772	0.0271668751093245
rs61818800	0.00212606603244595
rs6537740	0.0601174085046683
rs6537744	0.0389664224764597
rs6537745	0.0080377692017148
rs6537746	0.00206265548157904
rs6537747	0.00195790817525661
rs6658555	0.00890116618160838
rs6659677	0.00298086516424911
rs6661642	0.0196175512407567
rs6663922	0.0135982665643208
rs6671645	0.00570755220658392
rs6672761	0.00303233759503639
rs6673930	0.0438279914842677
rs6674053	0.00129079153227728
rs6674068	0.00317395927977058
rs6681371	0.00737901629164642
rs6682678	0.000614714431783243
rs6690169	0.00343120019752321
rs6690292	0.00245404186662582
rs6691025	0.00113142254561406
rs6691917	0.0162910095365948
rs6693880	0.00719416601940622
rs6696991	0.0191457050114234
rs6701351	0.0128841362532349
rs7415988	0.000795401256433433
rs7512984	0.000103377371536738
rs7516421	0.00708407069772086
rs7519368	0.0289723159234075
rs7522110	0.0198354470824346
rs7527076	0.00169633463879591
rs7535636	0.00634138958147652
rs7537789	0.00234806517362191
rs7542820	0.00215986764924794
rs7546203	0.00133535684025627
rs7549547	0.00292798618504244
rs7551933	0.00274999714495565
rs7552692	0.000242802797756818
rs7552693	0.000373241770592546
rs9429694	0.00204654700326502
rs9662162	0.000608163091405138
rs999923	0.00489146683534603
