snp	pvalues.df1	MAF.df1	N.df1	V.df1	z.df1	r.df1	lABF.df1	pvalues.df2	MAF.df2	N.df2	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4
SNP.1	2.267e-81	0.303514	704092	3.3593052994987e-06	19.1056243041219	0.999850719830141	178.080351695575	1.08853e-10	0.303514	469	0.00504319826638516	6.45411518078473	0.816898596248349	16.1653441326803	194.245695828255	0.000121579996349961
SNP.10	1.248e-82	0.278135	709796	3.50852704270763e-06	19.256381934364	0.999844089776557	180.992101099306	2.7273e-12	0.278135	469	0.00530989010832773	6.99110476427798	0.809064685705548	18.9438287723839	199.93592987169	0.0359831659557833
SNP.2	4.777e-71	0.325879	693062	3.28400406123702e-06	17.8219182161328	0.999854065563913	154.371031994856	3.83832e-10	0.325879	469	0.00485291774560565	6.26046468142846	0.822581349794565	15.2552658101141	169.62629780497	2.47054868577511e-15
SNP.3	2.923e-82	0.285942	712370	3.43758102095343e-06	19.2122531952121	0.999847241959875	180.133816444256	2.16226e-12	0.285942	469	0.00522138505734881	7.02359823279211	0.811647756901503	19.1849494890369	199.318765933293	0.0194119193784751
SNP.4	8.477e-83	0.284345	705816	3.48120180069123e-06	19.2764031756902	0.999845303854569	181.37409486217	1.83353e-11	0.284345	469	0.00523899345449186	6.71869996534689	0.811132532148765	17.4742832435493	198.848378105719	0.0121277892400054
SNP.5	6.396e-81	0.283654	697109	3.52986066087883e-06	19.0514068250644	0.999843141912281	177.069500176383	1.30058e-11	0.283654	469	0.00524669005425284	6.76857384877937	0.810907533691621	17.7425338554795	194.812034031863	0.000214200106648659
SNP.6	1.144e-82	0.292332	713463	3.3876039700723e-06	19.260887895011	0.999849462488507	181.062328783897	8.30937e-13	0.292332	469	0.00515336906460488	7.15595285356633	0.813644078861951	19.9923567415115	201.054685525408	0.11014601233615
SNP.7	2.49e-83	0.27476	710104	3.5335625899797e-06	19.3396832215256	0.999842977433737	182.602747987183	4.89029e-13	0.27476	469	0.0053501000626758	7.22831344568944	0.807896558696897	20.2808371938558	202.883585181039	0.685882634326032
SNP.8	6.132e-82	0.289137	711650	3.4183298702357e-06	19.1737539932195	0.999848097305923	179.392363680339	2.46158e-12	0.289137	469	0.00518689648646745	7.00547004418446	0.812658797312199	19.1038577930796	198.496221473419	0.00852789724723254
SNP.9	4.423e-83	0.285942	712591	3.43651490391626e-06	19.3100318137069	0.999847289328381	182.016710418537	2.16226e-12	0.285942	469	0.00522138505734881	7.02359823279211	0.811647756901503	19.1849494890369	201.201659907574	0.127584801413321
