snp	SNP.PP.H4.abf
rs1004467	6.12514807430337e-26
rs10430665	0.000292461301461806
rs10458729	0.000208649578003914
rs10509759	1.91541524502807e-09
rs1060240	4.18945920364643e-07
rs10883798	1.02273644603092e-11
rs10883806	2.47126919953108e-08
rs10883808	2.49382333334084e-12
rs10883815	6.24540615399331e-10
rs10883832	0.0162253083539492
rs10883835	0.00282041297668349
rs11191416	1.4041005953845e-24
rs11191425	7.99990082548551e-26
rs11191426	1.92470706407303e-23
rs11191447	6.22930765183087e-13
rs11191453	6.81566454804168e-11
rs11191454	3.91192593632177e-08
rs11191472	6.78618075572841e-08
rs11191474	3.40389675595194e-09
rs11191475	2.22395347371708e-08
rs11191479	3.62422751865319e-10
rs11191484	3.90401751755151e-08
rs11191499	3.18855154771456e-09
rs11191502	5.994206705185e-10
rs11191505	7.52787995404931e-08
rs11191514	2.84167392741025e-09
rs11191515	5.91733556524009e-08
rs11191517	7.53583423106819e-09
rs11191519	5.72855856933429e-08
rs11191521	0.000217144843982566
rs11191522	3.51348506314493e-07
rs11191531	0.00172314762142044
rs11191534	3.33163564213783e-05
rs11191543	0.000637313528810943
rs11191548	0.00585157480090634
rs11191551	0.00570977186714357
rs11191555	0.0371033128976551
rs11191557	0.0223806671959517
rs11191558	0.0223806671959517
rs11191559	0.0121816277724715
rs11191560	0.00660509544163685
rs11191564	0.00220100967340919
rs11191568	0.00189779320966444
rs11191574	0.000520400955995373
rs11191575	0.00272059192518394
rs11191580	0.712971041561834
rs11191582	9.48856901095401e-05
rs11191587	0.00552125805709847
rs11191593	0.00273002046313757
rs11191607	0.000696791116159103
rs112314091	2.23426802129317e-09
rs112390216	7.91187667177029e-09
rs112468006	4.44604834017579e-25
rs112699822	3.66466463382391e-09
rs112913898	0.000503869866469911
rs113282265	2.18234481968255e-14
rs113554404	1.05477249851817e-08
rs113970872	2.02588919122832e-10
rs12217501	0.00275969789149659
rs12218148	5.02398234617318e-17
rs12219027	0.000102248470862775
rs12219304	0.00111733747625464
rs12219901	2.08572849893966e-05
rs12220375	0.0166904356172268
rs12220743	0.0044373315856924
rs12221064	2.34019599103913e-10
rs12221335	3.59869211064702e-10
rs12411886	5.86018228855893e-09
rs12412038	0.00813891972418297
rs12413046	0.0215874988078414
rs12413409	1.62763192184759e-09
rs12414028	5.34952805588412e-06
rs12416331	0.0137671385648637
rs150786824	7.33921265283802e-26
rs17094683	0.00550772288174789
rs17115213	1.13499601919198e-09
rs17878846	6.43936608914087e-30
rs17879819	7.30290627261363e-10
rs34747231	0.0158605978990394
rs35125602	4.76630947860317e-13
rs3740390	8.71039335147585e-15
rs3781285	0.00179678266023723
rs3824754	3.61632387431028e-22
rs3824755	2.14519044526054e-26
rs4409766	2.63327658068258e-26
rs4568943	8.1632849967657e-10
rs5011520	2.4615148456639e-10
rs7098825	3.90983837836152e-32
rs732998	0.00376321011693058
rs74233296	4.88553938011433e-13
rs74233809	1.96100624618673e-06
rs74444347	5.0084012730602e-09
rs7475853	8.38129060556716e-10
rs75970938	0.000167126267163783
rs77180047	1.23694804649367e-09
rs77335224	6.47714987562042e-31
rs77420391	5.5859361463044e-05
rs77602510	5.06486495843281e-09
rs77787671	6.16930893944897e-10
rs77860422	7.15621913452988e-09
rs78260931	1.67907713424703e-08
rs78821730	2.71458789265189e-10
rs79082900	0.0237164536558913
rs7912206	4.62735617911514e-26
rs79237883	0.0039966071670484
rs79668541	0.00709961894366823
rs79680647	0.00184721795363851
rs79993475	0.00272059192518394
rs943037	0.000104718736269031
rs9633712	0.000505334108300038
