snp	pvalues.df1	MAF.df1	N.df1	V.df1	z.df1	r.df1	lABF.df1	pvalues.df2	MAF.df2	N.df2	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4
SNP.1	6.616e-71	0.0966057	728804	7.86102466611121e-06	17.8036919255873	0.999650743148916	154.450519394294	0.00257606	0.0966057	515	0.011124555768467	3.01426110314531	0.669153821835779	2.4868379941408	156.937357388434	2.06380331339585e-21
SNP.10	2.194e-88	0.078329	735313	9.4188798137581e-06	19.9309405416959	0.999581558286154	194.648597569035	1.45276e-06	0.078329	515	0.0134482034417358	4.81762648222313	0.625900541496257	6.77181031579692	201.420407884832	0.0429943783751934
SNP.100	7.474e-82	0.078329	731674	9.46572486174705e-06	19.1634572043126	0.999579478030378	179.654823251126	1.1344e-05	0.078329	515	0.0134482034417358	4.38982867456867	0.625900541496257	5.53912137805809	185.193944629184	3.85787561822822e-09
SNP.101	1.184e-83	0.0772251	734173	9.55690663441841e-06	19.3779818244649	0.999575428931184	183.791159690378	8.94919e-06	0.0772251	515	0.013624121969924	4.44111992618187	0.622852508878497	5.65487064447587	189.446030334854	2.71022645378882e-07
SNP.102	2.776e-83	0.0744125	737636	9.84157312663844e-06	19.3340752922684	0.999562787987882	182.953971201208	2.2308e-06	0.0744125	515	0.0140961138540603	4.73130595311962	0.614819379175793	6.40442315022108	189.358394351429	2.48282297767927e-07
SNP.103	5.031e-82	0.0770235	731727	9.61185102586174e-06	19.1840449118188	0.999572989037329	180.055863248222	1.08426e-05	0.0770235	515	0.0136567978943704	4.39964921932223	0.622289619388648	5.53598930745292	185.591852555675	5.74324625714477e-09
SNP.104	3.172e-88	0.078329	735651	9.41455224351481e-06	19.9124825880447	0.999581750461716	194.280845821518	1.45276e-06	0.078329	515	0.0134482034417358	4.81762648222313	0.625900541496257	6.77181031579692	201.052656137315	0.0297645361924036
SNP.105	1.008e-70	0.103133	723129	7.47529834201519e-06	17.7801000294486	0.999667874861888	154.008481474629	0.00313885	0.103133	515	0.0104963204170157	2.95380231717948	0.681894214737867	2.40206017978628	156.410541654415	1.21863918633304e-21
SNP.106	1.594e-87	0.078329	729804	9.48997918960969e-06	19.831443201382	0.999578400967841	192.674437268754	1.45276e-06	0.078329	515	0.0134482034417358	4.81762648222313	0.625900541496257	6.77181031579692	199.446247584551	0.00597096807816334
SNP.107	4.51e-87	0.0727513	732417	1.01198621559627e-05	19.7790621941647	0.999550430552217	191.66410220802	1.12e-06	0.0727513	515	0.0143921535547257	4.86928989010424	0.609885784157966	6.75953324163501	198.423635449655	0.00214748402616654
SNP.108	3.954e-88	0.0811518	734726	9.12646661753284e-06	19.9014405461686	0.999594543722917	194.048125155153	7.64636e-06	0.0811518	515	0.0130202957515212	4.47485384178473	0.633440671704891	5.84031092910661	199.88843608426	0.00929147739735882
SNP.109	3.903e-88	0.0809399	735990	9.13253857272042e-06	19.9020912273706	0.999594274077108	194.06134861804	6.72307e-06	0.0809399	515	0.0130513729400709	4.50227251244671	0.632886950327583	5.91341138135041	199.97475999939	0.0101291913339521
SNP.11	3.718e-88	0.0809399	735692	9.13623780622394e-06	19.9045248898634	0.999594109800141	194.109936764591	6.72307e-06	0.0809399	515	0.0130513729400709	4.50227251244671	0.632886950327583	5.91341138135041	200.023348145941	0.0106335025287958
SNP.110	5.041e-87	0.0746073	733189	9.87749164706211e-06	19.773448144598	0.999561193007349	191.543115907823	1.82338e-06	0.0746073	515	0.0140622683945977	4.77207453196618	0.615388513567296	6.52926677700648	198.072382684829	0.00151141178606234
SNP.111	1.91e-87	0.0809399	733829	9.15943232570054e-06	19.8223444459667	0.999593079770338	192.479278338789	6.72307e-06	0.0809399	515	0.0130513729400709	4.50227251244671	0.632886950327583	5.91341138135041	198.39268972014	0.00208204629753419
SNP.12	3.091e-71	0.0848564	736647	8.74050911241221e-06	17.8462515136282	0.999611683776404	155.255664110054	0.000180099	0.0848564	515	0.0125022714876332	3.74541056413595	0.642815424363231	3.9939883156198	159.249652425674	2.08394033496552e-20
SNP.13	4.79e-70	0.0822454	735072	9.01160063815049e-06	17.6925026076941	0.999599644764593	152.53808457498	4.76255e-05	0.0822454	515	0.012862476319003	4.06698405675239	0.636267658323153	4.75637934205838	157.294463917038	2.94956315927496e-21
SNP.14	1.39e-70	0.0759162	735920	9.68486520342869e-06	17.7620748183853	0.99956974674406	153.802212069363	4.10188e-06	0.0759162	515	0.0138393902922471	4.60615230856927	0.619162837324773	6.08558553376509	159.887797603129	3.94482925061709e-20
SNP.15	5.094e-80	0.0809399	735495	9.1386849185059e-06	18.9424801916359	0.999594001127878	175.431358055585	2.27866e-05	0.0809399	515	0.0130513729400709	4.23567515456232	0.632886950327583	5.17625195126483	180.60761000685	3.93122954257474e-11
SNP.16	1.932e-81	0.0770235	734607	9.57416811383602e-06	19.1139690982308	0.999574662406213	178.71289643152	1.08426e-05	0.0770235	515	0.0136567978943704	4.39964921932223	0.622289619388648	5.53598930745292	184.248885738973	1.49938913794209e-09
SNP.17	5.827e-83	0.073107	736607	1.00171827664953e-05	19.2957878431271	0.999554989999112	182.222162627772	1.41188e-06	0.073107	515	0.014327625138019	4.8233202571339	0.610954410328569	6.63472011037009	188.856882738143	1.50363362728458e-07
SNP.18	2.158e-83	0.073107	737034	1.00113793204653e-05	19.3470615325201	0.9995552477006	183.212161093385	1.41188e-06	0.073107	515	0.014327625138019	4.8233202571339	0.610954410328569	6.63472011037009	189.846881203756	4.04662444243941e-07
SNP.19	3.906e-83	0.0770235	737411	9.5377624087527e-06	19.3164509204018	0.999576279064038	182.600369839862	1.08426e-05	0.0770235	515	0.0136567978943704	4.39964921932223	0.622289619388648	5.53598930745292	188.136359147315	7.31513945936915e-08
SNP.2	3.016e-87	0.0796345	733073	9.30596022176927e-06	19.7993432546222	0.999586572760697	192.030447514678	8.15119e-06	0.0796345	515	0.0132465013158312	4.46117392664458	0.629432228939153	5.76714355612901	197.797591070807	0.0011482655169094
SNP.20	2.611e-83	0.075718	737365	9.68910930801111e-06	19.3372360409708	0.999569558279505	183.008522286329	5.20575e-06	0.075718	515	0.0138726409415565	4.55632044220376	0.618596819410308	5.9391031742425	188.947625460572	1.64645965559306e-07
