snp	SNP.PP.H4.abf
rs1004467	2.0888380692143e-21
rs10430665	0.00263160214052815
rs10458729	0.00290472318428235
rs10509759	6.48697611657967e-08
rs1060240	0.00011971415693289
rs10883798	6.79188265576798e-08
rs10883806	8.36949811097601e-07
rs10883808	7.96863565341545e-09
rs10883815	5.30096521208172e-08
rs10883832	0.0298860283843248
rs10883835	0.0190981581430986
rs11191416	1.26878909168518e-20
rs11191425	7.14833114666737e-22
rs11191426	8.11411555172627e-21
rs11191447	3.04575938238766e-11
rs11191453	6.16361333095059e-09
rs11191454	4.57243013846593e-07
rs11191472	7.93198488868779e-07
rs11191474	3.07824765645091e-07
rs11191475	7.53190886719508e-07
rs11191479	3.2774994853271e-08
rs11191484	1.32218162410495e-06
rs11191499	1.19008279994611e-07
rs11191502	8.34485808909952e-09
rs11191505	2.93291588090805e-07
rs11191514	3.956047368073e-08
rs11191515	9.35518133640566e-08
rs11191517	1.10790540365708e-07
rs11191519	7.9750350075247e-07
rs11191521	0.00104300188138284
rs11191522	0.00017040318192661
rs11191531	0.00467976590010749
rs11191534	0.00172197440244556
rs11191543	0.00813328894969947
rs11191548	0.0174768026473181
rs11191551	0.0513772174041451
rs11191555	0.0683420393759057
rs11191557	0.0412238239475763
rs11191558	0.0412238239475763
rs11191559	0.00979737893992177
rs11191560	0.0121661829497303
rs11191564	0.017743127286605
rs11191568	0.0128507261669497
rs11191574	0.00352384556360483
rs11191575	0.0184222293896473
rs11191580	0.170355489082188
rs11191582	0.00478988293190955
rs11191587	0.0160236901471227
rs11191593	0.0184860738373874
rs11191607	0.0215796648210038
rs112314091	2.02051671761281e-07
rs112390216	7.15495138929219e-07
rs112468006	6.78138359860317e-21
rs112699822	2.50428994853856e-07
rs112913898	0.0156048815486647
rs113282265	1.12503163502958e-12
rs113554404	1.50493297808889e-07
rs113970872	2.6450310448114e-08
rs12217501	0.00669889060632636
rs12218148	7.45999975232853e-16
rs12219027	0.00142345604871987
rs12219304	0.0109682075191863
rs12219901	0.000266177192003898
rs12220375	0.0373067598007879
rs12220743	0.0399276459510192
rs12221064	2.11631061149427e-08
rs12221335	4.55648590364509e-08
rs12411886	1.46070984347071e-07
rs12412038	0.0161763464151191
rs12413046	0.0397628561530972
rs12413409	1.71507903844244e-07
rs12414028	0.012161549753979
rs12416331	0.0281529161617094
rs150786824	8.38023092846092e-22
rs17094683	0.04955915621177
rs17115213	3.84391430945486e-08
rs17878846	3.35620130150565e-25
rs17879819	6.36947569382981e-08
rs34747231	0.0310820081115955
rs35125602	4.01574732430148e-11
rs3740390	4.25886210111123e-13
rs3781285	0.00298785677492712
rs3824754	4.0028566470218e-20
rs3824755	3.01824259975618e-22
rs4409766	6.84252747188551e-22
rs4568943	7.38230760562753e-08
rs5011520	2.07178085150219e-08
rs7098825	3.29924154077209e-26
rs732998	0.0254822192824268
rs74233296	2.38873695708931e-11
rs74233809	0.00132995341196879
rs74444347	6.9724652372766e-08
rs7475853	6.37655478773539e-08
rs75970938	3.33527915710584e-05
rs77180047	1.11860984579299e-07
rs77335224	1.43187462560623e-24
rs77420391	0.000548336631891744
rs77602510	1.97102057045823e-07
rs77787671	8.58862734296145e-09
rs77860422	3.25195307178109e-07
rs78260931	4.62797780932667e-07
rs78821730	2.15677760300343e-08
rs79082900	0.0356840406452582
rs7912206	9.33770160341722e-22
rs79237883	0.0073615066431901
rs79668541	0.00549254411576297
rs79680647	0.0129877558865553
rs79993475	0.0184222293896473
rs943037	0.00137752040665811
rs9633712	0.00342182183786586
