snp	pvalues.df1	MAF.df1	N.df1	V.df1	z.df1	r.df1	lABF.df1	pvalues.df2	MAF.df2	N.df2	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4
SNP.1	3.229e-21	0.0525114	693037	1.45006006609822e-05	9.45503951053511	0.999355943935059	40.9962350950753	5.72561e-05	0.0525114	305	0.0329490255091317	4.02384297547935	0.405778096069417	3.02478871034709	44.0210238054224	0.0758008121695986
SNP.10	2.158e-21	0.0707763	708110	1.07364608207016e-05	9.49710808855895	0.999523051551894	41.2519707513677	0.000838069	0.0707763	305	0.0249265418745803	3.33990550734375	0.47441789155746	2.32443396244215	43.5764047138099	0.0485935067307386
SNP.11	1.519e-21	0.0568182	710561	1.31306357598402e-05	9.53361468489048	0.999416756559881	41.6949460904331	0.000531171	0.0568182	305	0.0305905497578617	3.46452386882187	0.423804238280057	2.26779147253042	43.9627375629635	0.0715089605889814
SNP.12	2.519e-21	0.0545455	710325	1.36493931750334e-05	9.48098248888129	0.999393728091938	41.2131748910095	0.00234281	0.0545455	305	0.0317885416624774	3.04293748236455	0.414452098195729	1.65119943557745	42.864374326587	0.0238422574258048
SNP.13	5.839e-21	0.0547945	696762	1.38555043438405e-05	9.39286492005499	0.999384578783444	40.3892058445203	0.000478757	0.0547945	305	0.0316524226807311	3.4923686470409	0.415493876103278	2.26532034784647	42.6545261923668	0.0193290934626902
SNP.14	3.195e-21	0.0613636	707971	1.22615765439236e-05	9.45614687375847	0.999455337861004	40.9273329131198	0.00109616	0.0613636	305	0.0284617724832071	3.26460713379803	0.441507406505812	2.06146089418996	42.9887938073098	0.0270011378880145
SNP.15	1.476e-21	0.0681818	710532	1.10760960016904e-05	9.53659425756558	0.99950797127803	41.6424541070512	0.000145017	0.0681818	305	0.0258030185058135	3.79945096610064	0.465809398584315	3.04867081030498	44.6911249173562	0.148147754825049
SNP.16	5.161e-21	0.0613636	703541	1.23387842462318e-05	9.40585272704273	0.999451910156271	40.4562523211932	0.00109616	0.0613636	305	0.0284617724832071	3.26460713379803	0.441507406505812	2.06146089418996	42.5177132153831	0.0168575464519768
SNP.17	4.069e-21	0.0613636	704802	1.23167082490943e-05	9.43081880926395	0.999452890237433	40.690411085078	0.00109616	0.0613636	305	0.0284617724832071	3.26460713379803	0.441507406505812	2.06146089418996	42.7518719792679	0.0213053279743166
SNP.18	3.126e-21	0.0568182	708930	1.31608447606221e-05	9.45843045776572	0.999415415505118	40.9824997262933	0.000531171	0.0568182	305	0.0305905497578617	3.46452386882187	0.423804238280057	2.26779147253042	43.2502911988238	0.0350710639164462
SNP.19	1.432e-21	0.0727273	711349	1.04227504698956e-05	9.53973337466679	0.999536981131566	41.6433161874879	0.000249191	0.0727273	305	0.0243088954885566	3.66308993318053	0.480677866144066	2.89730711396769	44.5406233014556	0.127448008283107
SNP.2	1.311e-21	0.0568182	712524	1.30944609250324e-05	9.54888469402119	0.999418362458002	41.8392507034977	0.000531171	0.0568182	305	0.0305905497578617	3.46452386882187	0.423804238280057	2.26779147253042	44.1070421760281	0.0826097223697936
SNP.20	5.217e-21	0.0568182	704854	1.32369507389442e-05	9.40471782430318	0.999412036982158	40.4789331365578	0.000531171	0.0568182	305	0.0305905497578617	3.46452386882187	0.423804238280057	2.26779147253042	42.7467246090882	0.0211959433275822
SNP.3	6.502e-18	0.0613636	673102	1.28967684056475e-05	8.62335586405792	0.999427138651311	33.427400122545	0.000105291	0.0613636	305	0.0284617724832071	3.87806404983935	0.441507406505812	3.02874203964309	36.4561421621881	3.92904954267191e-05
SNP.4	1.381e-21	0.0568182	712556	1.30938728691469e-05	9.54349356964758	0.999418388563425	41.7877946913904	0.000531171	0.0568182	305	0.0305905497578617	3.46452386882187	0.423804238280057	2.26779147253042	44.0555861639208	0.0784664673278299
SNP.5	1.46e-20	0.06	697535	1.27093955528402e-05	9.29587522663092	0.999435456864408	39.4425092161951	0.0111285	0.06	305	0.0290663876293454	2.53863769926219	0.436330738575833	1.11936248291394	40.561871699109	0.00238442236709408
SNP.6	1.504e-21	0.0727273	710543	1.04345734515853e-05	9.53464448436331	0.999536456152477	41.5953476762809	0.000249191	0.0727273	305	0.0243088954885566	3.66308993318053	0.480677866144066	2.89730711396769	44.4926547902486	0.121478827951807
SNP.7	5.859e-21	0.0727273	708835	1.04597164699962e-05	9.39250486526023	0.99953533972199	40.2519758529794	0.000249191	0.0727273	305	0.0243088954885566	3.66308993318053	0.480677866144066	2.89730711396769	43.1492829669471	0.0317016322075261
SNP.8	5.017e-21	0.0568182	703170	1.32686515012697e-05	9.40882792758227	0.999410629717672	40.5187062213857	0.000531171	0.0568182	305	0.0305905497578617	3.46452386882187	0.423804238280057	2.26779147253042	42.7864976939161	0.0220559607845032
SNP.9	4.388e-21	0.0568182	704144	1.32502977745288e-05	9.42289951006592	0.999411444478284	40.6504687157582	0.000531171	0.0568182	305	0.0305905497578617	3.46452386882187	0.423804238280057	2.26779147253042	42.9182601882887	0.025162263451715
