snp	SNP.PP.H4.abf
rs10493256	1.2247148185836e-13
rs12402265	1.64922281904889e-13
rs12403335	0.0261702942297741
rs12561822	0.0518200152798369
rs12569192	0.124421976681472
rs12739770	0.0411921722216554
rs12739904	0.0173862250752496
rs12752853	0.0614047642962081
rs12753566	0.155370165233997
rs12755444	0.0809522237124938
rs12758643	0.0729730258273379
rs2026954	3.93414907011722e-13
rs34370185	0.0663660061336726
rs35844581	0.0483938530394341
rs60199046	0.0343860005024218
rs6668886	0.0578261753540653
rs7517356	0.0636313004750471
rs7522429	0.0594207098564456
rs7526027	8.75194903840026e-09
rs7543389	0.0382850833281259
rs7551554	1.2247148185836e-13
