snp	SNP.PP.H4.abf
rs10493256	5.73582214829444e-16
rs12402265	7.80908915030424e-17
rs12403335	0.0613828131474829
rs12561822	0.12154461418332
rs12569192	0.0262465571766032
rs12739770	0.000109511314351368
rs12739904	0.0407796487026087
rs12752853	0.0137963133850834
rs12753566	0.000187344119613539
rs12755444	0.0555690615272129
rs12758643	0.171159314061883
rs2026954	6.57993188530968e-16
rs34370185	8.88490171012231e-06
rs35844581	0.113508499848146
rs60199046	0.0806528740256976
rs6668886	0.000153733588820237
rs7517356	0.149248158736688
rs7522429	0.139372156009584
rs7526027	5.89884709900447e-12
rs7543389	0.0262805152652868
rs7551554	3.38506040454729e-15
