snp	pvalues.df1	MAF.df1	N.df1	V.df1	z.df1	r.df1	lABF.df1	pvalues.df2	MAF.df2	N.df2	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4
SNP.1	8.835e-32	0.148	724327	5.47436839779861e-06	11.7310555252801	0.999756753920927	64.6313759120727	1.42889e-06	0.148	396	0.0100132142385664	4.82093208727486	0.692026319972729	7.45295500104715	72.0843309131198	0.314407608605009
SNP.10	8.271e-31	0.196	721632	4.39685456773944e-06	11.5402235383122	0.999804622421292	62.3050814954475	5.13527e-05	0.196	396	0.0080124014025933	4.04938365361921	0.737405086644137	5.37723155042396	67.6823130458715	0.00385230778507599
SNP.11	7.135e-28	0.192308	720670	4.4667374732985e-06	10.9435502751778	0.999801517737549	55.6063556566342	0.000433067	0.192308	396	0.00812889821939906	3.51906719875395	0.734600371153718	3.8853252299707	59.4916808866049	1.06800830115743e-06
SNP.2	1.598e-30	0.151394	718206	5.41883857318587e-06	11.4834366180985	0.999759220718705	61.7529676366262	1.51026e-06	0.151394	396	0.00982788478862002	4.80987329354608	0.695993571714299	7.4555110479147	69.2084786845409	0.0177225534038909
SNP.3	6.083e-32	0.149402	723213	5.44030203671226e-06	11.7626023482657	0.999758267247221	64.9988451885291	1.16274e-06	0.149402	396	0.00993559888100198	4.86188358722253	0.693682274298274	7.60703408514612	72.6058792736752	0.529661763748632
SNP.4	1.681e-31	0.142	705575	5.81635877591179e-06	11.6764871242252	0.999741561972994	64.0221306985939	4.96022e-06	0.142	396	0.0103633266245302	4.56646322882052	0.684653755752325	6.56135877699285	70.5834894755868	0.0700948148307255
SNP.5	4.685e-30	0.151394	715913	5.43619458829987e-06	11.3900910322163	0.99975844971227	60.6872017597013	1.75532e-06	0.151394	396	0.00982788478862002	4.77972858312852	0.695993571714299	7.35491360853148	68.0421153682328	0.00552053466816311
SNP.6	1.71e-30	0.14741	715897	5.55715206790012e-06	11.4775799224017	0.999753076449947	61.6979403286705	2.14618e-06	0.14741	396	0.0100463345806906	4.73914867055495	0.691322088643094	7.17565618491854	68.873596513589	0.0126791113168248
SNP.7	1.445e-30	0.149402	721353	5.45432978982105e-06	11.4921326036632	0.999757644093299	61.8560004137418	1.34705e-06	0.149402	396	0.00993559888100198	4.83268328103915	0.693682274298274	7.50884879738699	69.3648492111288	0.0207222615306813
SNP.8	5.418e-29	0.15	700447	5.59866574837351e-06	11.1747873234802	0.999751232311945	58.2729077832077	2.09191e-06	0.15	396	0.00990295107942167	4.74433636487447	0.694381198331321	7.22211025223652	65.4950180354442	0.000432305563863391
SNP.9	1.024e-30	0.151394	719372	5.41005540428808e-06	11.521840526119	0.99975961089396	62.193822553955	1.75532e-06	0.151394	396	0.00982788478862002	4.77972858312852	0.695993571714299	7.35491360853148	69.5487361624865	0.0249056705388257
