snp	pvalues.df1	MAF.df1	N.df1	V.df1	z.df1	r.df1	lABF.df1	pvalues.df2	MAF.df2	N.df2	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4
SNP.1	8.835e-32	0.129167	724327	6.13689763265514e-06	11.7310555252801	0.99972732336693	64.6864573284551	0.00150515	0.129167	532	0.00835548994655677	3.17368875251693	0.729205727699385	3.01919158955141	67.7056489180065	0.257448272709341
SNP.10	8.271e-31	0.159722	721632	5.16257635879516e-06	11.5402235383122	0.999770604796065	62.3830724719348	0.000373246	0.159722	532	0.00700278252434224	3.5583118587863	0.762639930028147	4.10902599091849	66.4920984628532	0.0764982880452597
SNP.11	7.135e-28	0.166667	720670	4.99534355531949e-06	10.9435502751778	0.999778034010714	55.6608616511535	0.00128704	0.166667	532	0.00676690646618815	3.21885399485833	0.768786411573567	3.25049940765257	58.9113610588061	3.90282692854645e-05
SNP.2	1.598e-30	0.135734	718206	5.93451045634013e-06	11.4834366180985	0.999736313528613	61.7968973190763	0.00164345	0.135734	532	0.00801165604662823	3.1480830386122	0.737423100392036	2.98548319068581	64.7823805097621	0.0138398264309923
SNP.3	6.083e-32	0.131579	723213	6.05043893106538e-06	11.7626023482657	0.99973116389535	65.0501047591924	0.00105032	0.131579	532	0.00822510543355749	3.27668897398514	0.732300172204644	3.27229571358175	68.3224004727741	0.47702570198727
SNP.4	1.681e-31	0.12605	705575	6.43276051233817e-06	11.6764871242252	0.9997141812485	64.0706151245405	0.00196692	0.12605	532	0.00853156954603949	3.09518224563224	0.725068062271818	2.82751567889185	66.8981308034324	0.114812539000953
SNP.5	4.685e-30	0.134349	715913	6.00526922725276e-06	11.3900910322163	0.999733170362514	60.7353283172846	0.00123146	0.134349	532	0.00808129757197407	3.23149146865814	0.73574379723573	3.17609786307457	63.9114261803592	0.00579268595538565
SNP.6	1.71e-30	0.131579	715897	6.11227046719372e-06	11.4775799224017	0.999728417311984	61.7439100339393	0.00325223	0.131579	532	0.00822510543355749	2.94283376638968	0.732300172204644	2.51201433142732	64.2559243653666	0.00817511075416876
SNP.7	1.445e-30	0.131579	721353	6.06603991478872e-06	11.4921326036632	0.999730470891535	61.9073405729617	0.00112215	0.131579	532	0.00822510543355749	3.25796309193488	0.732300172204644	3.2274909806568	65.1348315536185	0.0196878452483055
SNP.8	5.418e-29	0.131579	700447	6.24709091573322e-06	11.1747873234802	0.99972242858214	58.3258887280049	0.00112215	0.131579	532	0.00822510543355749	3.25796309193488	0.732300172204644	3.2274909806568	61.5533797086617	0.000548016221002431
SNP.9	1.024e-30	0.134349	719372	5.97639372715397e-06	11.521840526119	0.999734453034936	62.2419190818628	0.00123146	0.134349	532	0.00808129757197407	3.23149146865814	0.73574379723573	3.17609786307457	65.4180169449373	0.02613268537803
