snp	SNP.PP.H4.row1	SNP.PP.H4.row2
rs10509158	0.00121171026576185	1.84807921378179e-06
rs1530440	0.00962591915295288	0.905107352010191
rs16916563	1.73743428701019e-05	1.05117348351564e-05
rs16916567	0.0022349808557808	2.62955489994818e-14
rs16916568	0.913383893371373	1.83753177781183e-13
rs17210692	0.000469378448700311	0.0441347863038581
rs35265670	0.0700054899125061	1.4083597627357e-14
rs55999180	1.27935670406028e-05	0.00149874720301024
rs57265548	6.98687655795255e-05	0.00818502116397697
rs60041125	6.91719862808657e-06	0.000810339451351526
rs60157377	8.81351681251533e-05	0.0103249028433736
rs7076398	9.90763209356208e-06	0.00177491103230556
rs72831357	1.50571974432098e-06	1.05195142870505e-06
rs72831358	2.41254901632769e-05	0.00766052416940839
rs72831360	0.000117111642654331	9.16257001072138e-05
rs72831362	2.76440601343671e-05	0.00323846021009927
rs72831367	9.52332712259865e-05	0.0111564349825565
rs74993661	0.00252413185287178	0.000566675010867589
rs751891	4.64095408522781e-05	0.00543680814932941
rs7906239	2.74697409512093e-05	3.8698568225737e-12
