snp	SNP.PP.H4.abf
rs10050933	0.00601813640907693
rs1007401	0.00446109774815765
rs10075404	0.000309585091262525
rs10078963	0.164308160500607
rs1078721	0.0098022428469772
rs11168078	0.00583245283824506
rs12153124	0.00367919437045735
rs1549907	0.00744255875653623
rs17722107	0.0161328771344496
rs17722209	0.0275310913094541
rs17795091	0.0367190698076417
rs17795097	0.0282096910608518
rs6885467	0.013054097282622
rs75086059	0.0405383022344455
rs75777806	0.0164068322329207
rs76444127	0.0405383022344455
rs77021631	0.0101519959644426
rs7704297	0.00608708068537519
rs77114905	0.00532700950492943
rs78013255	0.0354827185138969
rs79866394	0.00530819598925222
rs919734	0.329010729334348
rs9687065	0.00274581602030309
rs9687471	0.00276906325803281
rs994446	0.182133698871268
