snp	SNP.PP.H4.row1	SNP.PP.H4.row2
rs10922500	1.42448643308988e-09	0.000116974542217393
rs10922501	1.50075682291534e-09	0.000144654362281948
rs10922502	9.2511064265085e-10	8.38922068763266e-05
rs10922503	9.66798365129568e-10	0.000139122895172412
rs10922504	7.00189464593712e-10	6.34955828072669e-05
rs10922528	0.0194117353566602	2.62829004014924e-08
rs11585503	2.85701038213386e-06	1.31647439309539e-08
rs12122700	1.10068402766463e-07	1.29845386441638e-06
rs12138645	0.0331031066557349	4.48206015189747e-08
rs12141262	0.0264861653759807	3.58614638930524e-08
rs12238994	4.75335972371361e-10	4.08266676601627e-05
rs12732490	0.0667902337806645	3.68742265016922e-08
rs2038905	0.0642265490549273	8.69607977301752e-08
rs2765524	7.44867683667014e-05	3.39367298902302e-06
rs305221	1.14317436353302e-10	0.0597110285021044
rs34220649	2.07820874779039e-11	1.00546019189119e-05
rs34726720	3.7684193715805e-11	2.84414724449123e-06
rs35492837	3.27184892616815e-12	0.0169840728376391
rs35594043	0.0170612284288806	2.31003853743311e-08
rs4142614	7.03759188110724e-12	0.00125845528921516
rs4142615	1.191042155742e-11	0.000191805204145391
rs4284240	2.27219781685166e-09	2.06261278300295e-06
rs4655888	3.68535993965662e-08	1.26376059116736e-05
rs4656069	0.648482699891775	1.18006330511595e-08
rs6658204	3.64865168105048e-12	0.228613863108661
rs6658267	0.0399646247498618	5.54062250898071e-08
rs6670565	6.00480012720422e-13	0.293932706215591
rs6677967	5.33799155839036e-12	0.220823325720752
rs6679817	2.70845240893258e-12	4.20547110114467e-06
rs6692335	0.0843957498879448	4.65940575588939e-08
rs786919	5.20007887461192e-12	0.177858134923287
rs9787246	4.07639443578178e-07	7.64509738173045e-07
