snp	pvalues.df1	MAF.df1	N.df1	V.df1	z.df1	r.df1	lABF.df1	pvalues.df2	MAF.df2	N.df2	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4
SNP.1	3.547e-20	0.389034	734221	2.86509219278674e-06	9.20097996451446	0.999872678781966	37.8392280773611	1.474e-06	0.389034	515	0.0040846812716118	4.81472870913352	0.846352069077707	8.87335714163899	46.7125852190001	0.0155495651044233
SNP.10	8.685e-19	0.366142	736146	2.92660777657687e-06	8.85085671891087	0.999869945459647	34.6899599177036	4.092e-07	0.366142	515	0.00418332156950671	5.06462735633312	0.843223357384137	9.88806282016561	44.5780227378692	0.00183945657723742
SNP.11	8.254e-20	0.385118	724831	2.9130480470175e-06	9.10979208285777	0.999870547957911	37.0126843548465	2.23263e-06	0.385118	515	0.00409993694945193	4.73113952120407	0.845866666629959	8.53183626367986	45.5445206185263	0.00483542037942992
SNP.12	7.517e-19	0.365535	736313	2.92799883551762e-06	8.86695985036602	0.999869883650889	34.8328326693335	3.67853e-07	0.365535	515	0.0041862594302456	5.08488287509498	0.843130527858806	9.97383513205859	44.8066678013921	0.00231200532281907
SNP.13	3.516e-19	0.36423	731937	2.94999009513452e-06	8.95121212092988	0.99986890651686	35.58704739806	2.45854e-07	0.36423	515	0.00419263475779122	5.16083256132058	0.842929152710657	10.2998395944244	45.8868869924845	0.0068096072377383
SNP.14	2.82e-19	0.398172	726024	2.873928247655e-06	8.97552643037795	0.999872286168566	35.7920337888783	3.68067e-06	0.398172	515	0.00405153569335043	4.62864449619159	0.847408611684743	8.13759349330131	43.9296272821797	0.000961822587167798
SNP.15	2.428e-22	0.422775	734204	2.79060795214696e-06	9.72206776394888	0.999875988360699	42.7558725343266	8.41102e-05	0.422775	515	0.00397839906970507	3.93237648286689	0.84974925941588	5.62235997885064	48.3782325131772	0.0822431385967847
SNP.16	2.984e-18	0.349476	723615	3.0393573396501e-06	8.7120606287702	0.999864935696401	33.4899947243457	1.23888e-06	0.349476	515	0.00427053312879788	4.84931588303282	0.840476351059145	8.96448245826785	42.4544771826135	0.000220011521023203
SNP.17	6.629e-18	0.35248	724331	3.02444203120372e-06	8.62114138442287	0.999865598420381	32.699705559894	4.12299e-07	0.35248	515	0.00425378081728898	5.06318980212791	0.841002628886752	9.86049204542078	42.5601976053148	0.000244545243300386
SNP.18	1.32e-21	0.423684	731670	2.79867208133674e-06	9.54817580616907	0.999875630043973	41.0820363948161	0.000121669	0.423684	515	0.00397612505194496	3.84273867092249	0.849822243846334	5.32654195618388	46.408578351	0.01147333678173
